"Part";"Value";"Device";"Package";"Description";"";
"C2";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C5";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C6";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C7";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C8";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C9";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C10";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"F1";"PTCSMD";"PTCSMD";"PTC-1206";"Resettable Fuse PTC";"";
"J1";"ISP";"AVR_SPI_PRG_6PTH";"2X3";"AVR ISP 6 Pin";"";
"JP1";"LiPo";"M02-JST-2MM-SMT";"JST-2-SMD";"Header 2";"";
"JP2";"PWMH";"M08BM08B-SRSS-TB";"BM08B-SRSS-TB";"Header 8";"";
"JP3";"ADCH";"M08BM08B-SRSS-TB";"BM08B-SRSS-TB";"Header 8";"";
"JP4";"ADCL";"M08BM08B-SRSS-TB";"BM08B-SRSS-TB";"Header 8";"";
"JP5";"XIOH1";"M08BM08B-SRSS-TB";"BM08B-SRSS-TB";"Header 8";"";
"JP6";"XIOH2";"M08BM08B-SRSS-TB";"BM08B-SRSS-TB";"Header 8";"";
"JP7";"COMM";"M08BM08B-SRSS-TB";"BM08B-SRSS-TB";"Header 8";"";
"JP8";"PWML";"M08BM08B-SRSS-TB";"BM08B-SRSS-TB";"Header 8";"";
"JP9";"XIOL2";"M08BM08B-SRSS-TB";"BM08B-SRSS-TB";"Header 8";"";
"JP10";"XIOL1";"M08BM08B-SRSS-TB";"BM08B-SRSS-TB";"Header 8";"";
"JP11";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP12";"POWER";"M08BM08B-SRSS-TB";"BM08B-SRSS-TB";"Header 8";"";
"JP13";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP14";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP15";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP16";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP17";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP18";"RAW";"M02PTH";"1X02";"Header 2";"";
"JP19";"FTDI";"ARDUINO_SERIAL_PROGRAMSMD";"1X06-SMD";"";"";
"JP20";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"JP21";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"LED1";"yellow";"LED0603";"LED-0603";"LEDs";"";
"LED2";"green";"LED0603";"LED-0603";"LEDs";"";
"R1";"1k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R7";"1k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"S1";"SWITCH-MOMENTARY-2SMD";"SWITCH-MOMENTARY-2SMD";"TACTILE_SWITCH_SMD";"";"";
"SJ1";"RESET-EN";"SOLDERJUMPERNC";"SJ_2S";"Solder Jumper";"";
"U$9";"OSHW-LOGOL";"OSHW-LOGOL";"OSHW-LOGO-L";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U1";"ATMEGA2560AU";"ATMEGA2560AU";"TQFP100";"MICROCONTROLLER";"";
"U2";"V_REG_3.3V";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
"Y1";"RESONATORSMD";"RESONATORSMD";"RESONATOR-SMD";"Resonator";"";
