"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"0.1uF";"0.1UF-0603-25V-(+80/-20%)";"0603";"0.1µF ceramic capacitors";"CAP-00810";"0.1uF";
"C4";"0.1uF";"0.1UF-0603-25V-(+80/-20%)";"0603";"0.1µF ceramic capacitors";"CAP-00810";"0.1uF";
"C5";"4.7uF";"4.7UF0603";"0603";"4.7µF ceramic capacitors";"CAP-08280";"4.7uF";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame - Letter";"";"";
"J1";"";"CONN_021X02_NO_SILK";"1X02_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";
"J2";"";"QWIIC_CONNECTORJS-1MM";"1X04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"CONN-13694";"";
"J4";"";"QWIIC_CONNECTORJS-1MM";"1X04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"CONN-13694";"";
"J5";"";"CONN_041X04_NO_SILK";"1X04_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"CONN-09696";"";
"JP1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"JP2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"JP3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";
"JP4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";
"JP5";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"JP6";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"JP7";"";"JUMPER-SMT_3_2-NC_PASTE_SILK";"SMT-JUMPER_3_2-NC_PASTE_SILK";"Normally closed solder jumper (2 of 2 connections)";"";"";
"LOGO1";"OSHW-LOGOMINI";"OSHW-LOGOMINI";"OSHW-LOGO-MINI";"Open-Source Hardware (OSHW) Logo";"";"";
"LOGO2";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SparkFun Font Logo w/ Flame";"";"";
"LOGO3";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SparkFun Font Logo w/ Flame";"";"";
"LOGO4";"REVISION";"REVISION";"REVISION";""Revision By" Text";"";"";
"R2";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"RES-00824";"10k";
"R4";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"RES-07857";"4.7k";
"R5";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"RES-07857";"4.7k";
"SJ1";"";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";"";
"U2";"MMA8452Q";"MMA8452Q";"QFN-16";"NXP MMA8452Q 3-Axis Digital Accelerometer";"IC-10769";"";
