"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"A0";"JUMPER-SMT_2_NO_SILK";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";"";"";
"A1";"JUMPER-SMT_2_NO_SILK";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";"";"";
"C1";"0.1uF";"0.1UF-0603-25V-5%";"0603";"0.1µF ceramic capacitors";"";"CAP-08604";"";"0.1uF";
"C2";"10uF";"10UF-0603-6.3V-20%";"0603";"10.0µF ceramic capacitors";"";"CAP-11015";"";"10uF";
"C3";"4.7uF";"4.7UF-0603-6.3V-(10%)";"0603";"4.7µF ceramic capacitors";"";"CAP-08280";"";"4.7uF";
"C4";"10uF";"10UF-0603-6.3V-20%";"0603";"10.0µF ceramic capacitors";"";"CAP-11015";"";"10uF";
"D2";"250mA/100V";"DIODE-BAS16J";"SOD-323";"Diode";"";"DIO-09646";"";"250mA/100V";
"FD1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"FD2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"FD3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"FD4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame - Letter";"";"";"";"";
"H1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"H2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"H3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"H4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"I2C";"JUMPER-SMT_3_2-NC_TRACE_NO-SILK";"JUMPER-SMT_3_2-NC_TRACE_NO-SILK";"SMT-JUMPER_3_2-NC_TRACE_NO-SILK";"Normally closed trace jumper (2 of 2 connections)";"";"";"";"";
"IC1";"";"VK16K33VK16K33";"VK16K33";"HT16K33 24 SOP-A : RAM Mapping 16x8";"";"IC-16176";"";"";
"J3";"";"I2C_STANDARD_NO_SILK";"1X04_NO_SILK";"SparkFun I2C Standard Pinout Header";"";"";"";"";
"J4";"Vertical Qwiic Connector";"QWIIC_CONNECTOR";"JST04_1MM_VERT";"SparkFun I2C Standard Qwiic Connector";"";"CONN-14483";"";"Vertical Qwiic Connector";
"J5";"Vertical Qwiic Connector";"QWIIC_CONNECTOR";"JST04_1MM_VERT";"SparkFun I2C Standard Qwiic Connector";"";"CONN-14483";"";"Vertical Qwiic Connector";
"L1";"4.7µH";"INDUCTOR-CDRH-4.7UH";"INDUCTOR_4.7UH";"Inductors";"";"NDUC-10146";"";"4.7µH/±30%/1.2A";
"LOGO1";"OSHW-LOGOMINI";"OSHW-LOGOMINI";"OSHW-LOGO-MINI";"Open-Source Hardware (OSHW) Logo";"";"";"";"";
"LOGO2";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME_.1";"SparkFun Font Logo";"";"";"";"";
"LOGO3";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME_.1";"SparkFun Font Logo";"";"";"";"";
"LOGO4";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SparkFun Flame Logo";"";"";"";"";
"R2";"39k";"39KOHM-0603-1/10W-1%";"0603";"39kΩ resistor";"";"RES-12377";"";"39k";
"R3";"39k";"39KOHM-0603-1/10W-1%";"0603";"39kΩ resistor";"";"RES-12377";"";"39k";
"R4";"4.7k";"4.7KOHM-0402T-1/16W-1%";"0402-TIGHT";"4.7kΩ resistor";"";"RES-15343";"";"4.7k";
"R5";"4.7k";"4.7KOHM-0402T-1/16W-1%";"0402-TIGHT";"4.7kΩ resistor";"";"RES-15343";"";"4.7k";
"U$3";"MOUNTING_HOLE_M2-0.4X6";"MOUNTING_HOLE_M2-0.4X6";"MOUNTING_HOLE_M2-0.4X6";"";"";"";"";"";
"U$7";"MOUNTING_HOLE_M2-0.4X6";"MOUNTING_HOLE_M2-0.4X6";"MOUNTING_HOLE_M2-0.4X6";"";"";"";"";"";
"U1";"Alphanumeric Display";"SILSMART_DISPLAY-PINK";"SILSMART_DISPLAY";"14-Segment Alphanumeric LED Display from Silsmart Optoelectronics";"";"COMP-14892";"";"Alphanumeric Display";
"U2";"XC9140";"XC9140";"SOT23-5";"Simple 100mA max DC boost requiring only 3 external components. Useful for converting 3.3V or 4.2V up to 5V. 5.5V max output.";"";"VREG-14648";"";"";
