"Part";"Value";"Device";"Package";"Description";"";
"A0";"";"SJ";"SJ";"SMD solder JUMPER";"";
"A1";"";"SJ";"SJ";"SMD solder JUMPER";"";
"A2";"";"SJ";"SJ";"SMD solder JUMPER";"";
"A3";"";"SJ";"SJ";"SMD solder JUMPER";"";
"A4";"";"SJ";"SJ";"SMD solder JUMPER";"";
"C1";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C2";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C3";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C4";"22uF/16v";"CAP_ELECTROLYTICPANASONIC_C";"PANASONIC_C";"Electrolytic Capacitors";"";
"C5";"22uF/16v";"CAP_ELECTROLYTICPANASONIC_C";"PANASONIC_C";"Electrolytic Capacitors";"";
"C6";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C9";"100uF";"CPOL-USC";"PANASONIC_C";"POLARIZED CAPACITOR, American symbol";"";
"C10";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"CN1";"1X4-CLEANBIG";"1X4-CLEANBIG";"1X04-CLEANBIG";"4-pin connector";"";
"D0-7";"";"PINHD-1X8CLEANBIG";"1X08-CLEANBIG";"PIN HEADER";"";
"IC1";"TB6612FNG";"TB6612FNG";"SSOP24";"TB6612FNG";"";
"IC3";"TB6612FNG";"TB6612FNG";"SSOP24";"TB6612FNG";"";
"J1";"1X5";"1X5";"1X05-3.5MM";"";"";
"J2";"1X5";"1X5";"1X05-3.5MM";"";"";
"JP1";"";"HEADER-1X476MIL";"1X04_ROUND_76";"PIN HEADER";"";
"JP2";"";"PINHD-1X8CLEANBIG";"1X08-CLEANBIG";"PIN HEADER";"";
"JP3";"";"HEADER-1X1070MIL";"1X10_ROUND70";"PIN HEADER";"";
"LED1";"Green";"LEDCHIP-LED0805";"CHIP-LED0805";"LED";"";
"MPOWER";"1X2-3.5MM";"1X2-3.5MM";"1X2-3.5MM";"3.5mm Terminal block";"";
"PWR";"";"JP1E";"JP1";"JUMPER";"";
"Q1";"AOD417";"IRFR5305";"D-PAK_TO252AA";"HEXFET Power MOSFET";"";
"R1";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R2";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R3";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R4";"1K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R5";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R6";"10k";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R7";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R8";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"SERPWR";"1X2-3.5MM";"1X2-3.5MM";"1X2-3.5MM";"3.5mm Terminal block";"";
"SERVO1";"";"PINHD-1X3";"1X03";"PIN HEADER";"";
"SERVO2";"";"PINHD-1X3";"1X03";"PIN HEADER";"";
"SJ1";"";"SOLDERJUMPER_2WAY";"SOLDERJUMPER_2WAY_OPEN_NOPASTE";"2-Way Solder Jumper";"";
"TP1";"";"TESTPOINTROUND2MM";"TESTPOINT_ROUND_2MM";"Test Point";"";
"TP2";"";"TESTPOINTROUND2MM";"TESTPOINT_ROUND_2MM";"Test Point";"";
"TP3";"";"TESTPOINTROUND2MM";"TESTPOINT_ROUND_2MM";"Test Point";"";
"TP4";"";"TESTPOINTROUND2MM";"TESTPOINT_ROUND_2MM";"Test Point";"";
"TP5";"";"TESTPOINTROUND2MM";"TESTPOINT_ROUND_2MM";"Test Point";"";
"U$1";"ARDUINO_R3_ICSP";"ARDUINO_R3_ICSP";"ARDUINOR3_ICSP";"";"";
"U$2";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$3";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$4";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$5";"ARDUINO_R3_ICSP";"ARDUINO_R3_ICSP";"ARDUINOR3_ICSP";"";"";
"U2";"PCA9685";"PCA9685";"TSSOP28";"PCA9685 - 16 Channel 12-Bit I2C PWM Controller";"";
