"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"AUDIO_IN";"JUMPER-3PTH";"JUMPER-3PTH";"1X03";"";"";"";
"C1";"1nF";"1NF/1000PF-50V-10%(0603)";"0603-CAP";"CAP-07886";"CAP-07886";"1nF";
"C2";"33pF";"33PF-50V-5%-(0603)";"0603-CAP";"CAP-10142";"CAP-10142";"33pF";
"C3";"1nF";"1NF/1000PF-50V-10%(0603)";"0603-CAP";"CAP-07886";"CAP-07886";"1nF";
"C4";"33pF";"33PF-50V-5%-(0603)";"0603-CAP";"CAP-10142";"CAP-10142";"33pF";
"C5";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C6";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C7";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C8";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"D1";"RED";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"3.5mm Audio Jack";"AUDIO-JACKSMD2";"AUDIO-JACK-3.5MM-SMD";"3.5mm Audio Jack";"CONN-10353";"";
"JP2";"";"M02PTH";"1X02";"Header 2";"";"";
"JP3";"";"M06SIP";"1X06";"Header 6";"";"";
"JP4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"JP5";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"JP6";"3.5mm Audio Jack";"AUDIO-JACKSMD2";"AUDIO-JACK-3.5MM-SMD";"3.5mm Audio Jack";"CONN-10353";"";
"LOGO1";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open Source Hardware Logo";"";"";
"LOGO2";"SFE_LOGO_FLAME.2_INCH";"SFE_LOGO_FLAME.2_INCH";"SFE_LOGO_FLAME_.2";"SFE Logo, flame only";"";"";
"LOGO3";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SFE Logo, name and flame";"";"";
"R1";"200k";"200KOHM1/10W1%(0603)200K";"0603-RES";"RES-09385";"RES-09385";"200k";
"R2";"200k";"220KOHM1/10W1%(0603)";"0603-RES";"RES-08969";"RES-08969";"220k";
"R3";"330";"330OHM1/10W1%(0603)";"0603-RES";"RES-00818";"RES-00818";"330";
"S1";"TAC_SWITCHSMD";"TAC_SWITCHSMD";"TACTILE-SWITCH-SMD";"Momentary Switch";"SWCH-08247";"TAC_SWITCHSMD";
"U1";"ARDUINO_R3_SHIELD";"ARDUINO_R3_SHIELD";"UNO_R3_SHIELD";"Shield form compatible with the Arduino Uno R3.";"";"";
"U2";"MSGEQ7SOIC";"MSGEQ7SOIC";"SOIC8";"7-band graphic equalizer";"IC-10141";"";
"U3";"MSGEQ7SOIC";"MSGEQ7SOIC";"SOIC8";"7-band graphic equalizer";"IC-10141";"";
