"Part";"Value";"Device";"Package";"Description";"";
"C1";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C2";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"INPUT";"";"M06SMD-FEMALE-V2";"1X06-SMD-FEMALE-V2";"Header 6";"";
"JP1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP4";"LOGO-SFENW2";"LOGO-SFENW2";"SFE-NEW-WEB";"Spark Fun Electronics PCB Logo";"";
"JP5";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP6";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP7";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"OUTPUT";"";"M06SMD";"1X06-SMD";"Header 6";"";
"R1";"4.7k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"DNP";"RESISTORPTH-1/6W";"1/6W-RES";"Resistor";"";
"U$1";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U1";"DNP";"ALPHANUMERICPTH";"ALPHANUMERIC";"";"";
"U2";"V_REG_LDOSMD";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
"U3";"A6282-LP";"A6282-LP";"TSSOP-24";"Allegro A6282";"";
