"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"U1";"LGA-16-3X3";1;"LIS3DH";;;
2;"J1,J2";"1X06_NO_SILK";2;"";;;
3;"JP3,JP4";"STAND-OFF";2;"STAND-OFF";;;
4;"JP6,JP2";"MICRO-FIDUCIAL";2;"FIDUCIALUFIDUCIAL";;;
5;"C1";"0402";1;"0.1uF";;;
6;"R4,R3";"0603";2;"10k";;;
7;"R1,R2";"0603";2;"4.7k";;;
8;"FRAME2";"CREATIVE_COMMONS";1;"FRAME-LETTER";;;
9;"C2";"0603";1;"10uF";;;
10;"LOGO1,LOGO2";"SFE_LOGO_FLAME_.1";2;"SFE_LOGO_FLAME.1_INCH";;;
11;"SJ1";"SJ_2S-NO";1;"";;;
12;"SJ2";"PAD-JUMPER-3-3OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";1;"";;;
13;"U$1";"OSHW-LOGO-S";1;"OSHW-LOGOS";;;
