"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"C1";"0.1uF";"0.1UF-0402T-16V-10%";"0402-TIGHT";"0.1µF ceramic capacitors";"";"CAP-12416";"";"0.1uF";
"C2";"15pF";"15PF-0402T-50V-5%";"0402-TIGHT";"15pF ceramic capacitors";"";"CAP-13063";"";"15pF";
"C3";"15pF";"15PF-0402T-50V-5%";"0402-TIGHT";"15pF ceramic capacitors";"";"CAP-13063";"";"15pF";
"C4";"10uF";"10UF-0402T-6.3V-20%";"0402-TIGHT";"10.0µF ceramic capacitors";"";"CAP-14848";"";"10uF";
"C5";"10uF";"10UF-0402T-6.3V-20%";"0402-TIGHT";"10.0µF ceramic capacitors";"";"CAP-14848";"";"10uF";
"C6";"0.1uF";"0.1UF-0402T-16V-10%";"0402-TIGHT";"0.1µF ceramic capacitors";"";"CAP-12416";"";"0.1uF";
"D1";"BLUE";"LED-BLUE0603";"LED-0603";"Blue SMD LED";"";"DIO-08575";"";"BLUE";
"D2";"1A/23V/620mV";"DIODE-SCHOTTKY-BAT20J";"SOD-323";"Schottky diode";"";"DIO-11623";"";"1A/23V/620mV";
"FD1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FD2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FD3";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FD4";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FRAME1";"FRAME-LEDGER";"FRAME-LEDGER";"CREATIVE_COMMONS";"Schematic Frame - Ledger";"";"";"";"";
"J1";"MICROMOD-2222";"MICROMOD-2222";"M.2-CARD-E-22";"MicroMod Connector";"";"";"";"";
"LOGO1";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SparkFun Font Logo w/ Flame";"";"";"";"";
"LOGO2";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SparkFun Flame Logo";"";"";"";"";
"LOGO3";"OSHW-LOGOMINI";"OSHW-LOGOMINI";"OSHW-LOGO-MINI";"Open-Source Hardware (OSHW) Logo";"";"";"";"";
"LOGO4";"SPECIAL_INSTRUCTIONS-ORDERING";"SPECIAL_INSTRUCTIONS-ORDERING";"ORDERING_INSTRUCTIONS";"Special Ordering/Production Instructions Alert";"";"";"";"";
"R1";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"1k";
"R2";"27OHM";"27OHM";"0402-TIGHT";"27Ω resistor";"";"RES-15238";"";"";
"R3";"27OHM";"27OHM";"0402-TIGHT";"27Ω resistor";"";"RES-15238";"";"";
"R4";"10k";"10KOHM-0402T-1/16W-1%";"0402-TIGHT";"10kΩ resistor";"";"RES-14241";"";"10k";
"R5";"10k";"10KOHM-0402T-1/16W-1%";"0402-TIGHT";"10kΩ resistor";"";"RES-14241";"";"10k";
"U1";"W25QXX128MBIT-6X5";"W25QXX128MBIT-6X5";"WSON-8-6X5";"";"";"IC-15107";"";"";
"U2";"MDBT50Q";"MDBT50Q";"MDBT50Q";"";"";"IC-14109";"";"";
"Y1";"32.768kHz";"CRYSTAL-32.768KHZSMD-3.2X1.5";"CRYSTAL-SMD-3.2X1.5MM";"32.768kHz Crystal";"";"XTAL-13062";"";"32.768kHz";
