"Part";"Value";"Device";"Package";"Description";"BOM";
"B1";"JST 2-PH";"BATTERY";"JSTPH2";"CR1220 SMT - Digikey: 3001K-ND";"";
"C1";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"2.2uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"0.1uF";"CAP_CERAMIC0805_10MGAP";"0805_10MGAP";"Ceramic Capacitors";"";
"C6";"100uF";"C-USC1210";"C1210";"CAPACITOR, American symbol";"";
"C7";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C8";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"CHRG/LBO";"ORANGE";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"CN1";"USBA_FEMALE";"USB_TYPEAPTHFML";"USB_HOST-PTH";"USB - Type A Connectors";"";
"CN4";"MicroUSB";"USBMICRO_20329";"4UCONN_20329";"USB Connectors";"";
"DONE";"GREEN";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP2";"";"HEADER-1X8ROUND";"1X08_ROUND";"PIN HEADER";"";
"L1";"6.8uH";"INDUCTORTDK_VLC5045";"INDUCTOR_5X5MM_TDK_VLC5045";"Inductors";"";
"LED1";"RED";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"LED2";"BLUE";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"R1";"1.87M";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"R2";"340K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"R3";"1.87M";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R4";"200K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R5";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R6";"270K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R7";"100K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R8";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R9";"43K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R10";"49.9K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R11";"75K 1%";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R12";"49.9K 1%";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R13";"200K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R14";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R16";"1.0K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R17";"100K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R20";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"T1";"MMUN2133LT1G";"MUN2114T1-PNP_DRIVER-SC59-BEC";"SC59-BEC";"PNP Bias Resistor Transistor";"";
"THERM";"15K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"U$10";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$11";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U1";"TPS61090RSAR";"VREG_TPS6103X";"PVQFN-16";"TPS6103x 4A Boost - 1.8-5.5V Input, Adjustable Output to 5.5V";"";
"U2";"MCP73871";"MCP73871";"QFN20_4MM";"MCP73871 Lithium Polymer Battery Charger";"";
"X1";"";"TERMBLOCK_1X2";"TERMBLOCK_1X2-3.5MM";"3.5mm Terminal block";"";
