"Part";"Value";"Device";"Package";"Description";"";
"BLUE";"220";"R-US_0207/10";"0207/10";"RESISTOR, American symbol";"";
"DOWN";"";"10-XX";"B3F-10XX";"OMRON SWITCH";"";
"GREEN";"330";"R-US_0207/10";"0207/10";"RESISTOR, American symbol";"";
"IC1";"MCP23017SP2";"MCP23017SP2";"DIL28-3-ROUND";"http://ww1.microchip.com/downloads/en/DeviceDoc/21952a.pdf";"";
"LEFT";"";"10-XX";"B3F-10XX";"OMRON SWITCH";"";
"R1";"4.7K";"R-US_0207/10";"0207/10";"RESISTOR, American symbol";"";
"R2";"4.7K";"R-US_0207/10";"0207/10";"RESISTOR, American symbol";"";
"RED";"220";"R-US_0207/10";"0207/10";"RESISTOR, American symbol";"";
"RESET";"";"10-XX";"B3F-10XX";"OMRON SWITCH";"";
"RIGHT";"";"10-XX";"B3F-10XX";"OMRON SWITCH";"";
"SELECT";"";"10-XX";"B3F-10XX";"OMRON SWITCH";"";
"TM1";"10K";"TRIM";"6MM";"";"";
"U$1";"HD44780LCD_RGBLONGPINS";"HD44780LCD_RGBLONGPINS";"LCD1602-RGB";"";"";
"U1";"ARDUINOR3-NOIOREF-NOTEXT";"ARDUINOR3-NOIOREF-NOTEXT";"ARDUINOR3-NOTEXT-NOIOREF";"";"";
"UP";"";"10-XX";"B3F-10XX";"OMRON SWITCH";"";
