"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"C1";"2.2uF";"2.2UF-0402_TIGHT-10V-10%-X5R";"0402-TIGHT";"2.2µF ceramic capacitors";"";"CAP-14232";"";"2.2uF";
"C2";"4.7uF";"4.7UF-0402_TIGHT-6.3V-20%-X5R";"0402-TIGHT";"4.7µF ceramic capacitors";"";"CAP-14240";"";"4.7uF";
"C3";"0.22uF";"0.22UF-0402T-10V-10%";"0402-TIGHT";"0.22µF ceramic capacitors";"";"CAP-14846";"";"0.22uF";
"C4";"0.22uF";"0.22UF-0402T-10V-10%";"0402-TIGHT";"0.22µF ceramic capacitors";"";"CAP-14846";"";"0.22uF";
"C5";"10nF";"10NF-0402T-25V-10%";"0402-TIGHT";"0.01uF/10nF/10,000pF ceramic capacitors";"";"CAP-14847";"";"10nF";
"C6";"12pF";"12PF-0402T-50V-5%";"0402-TIGHT";"12pF ceramic capacitors";"";"CAP-14665";"";"12pF";
"C7";"12pF";"12PF-0402T-50V-5%";"0402-TIGHT";"12pF ceramic capacitors";"";"CAP-14665";"";"12pF";
"C8";"20pF";"20PF-0402T-50V-5%";"0402-TIGHT";"20pF ceramic capacitors";"";"CAP-14843";"";"20pF";
"C9";"20pF";"20PF-0402T-50V-5%";"0402-TIGHT";"20pF ceramic capacitors";"";"CAP-14843";"";"20pF";
"C10";"10uF";"10UF-0402T-6.3V-20%";"0402-TIGHT";"10.0µF ceramic capacitors";"";"CAP-14848";"";"10uF";
"C11";"2.2uF";"2.2UF-0402_TIGHT-10V-10%-X5R";"0402-TIGHT";"2.2µF ceramic capacitors";"";"CAP-14232";"";"2.2uF";
"C12";"0.22uF";"0.22UF-0402T-10V-10%";"0402-TIGHT";"0.22µF ceramic capacitors";"";"CAP-14846";"";"0.22uF";
"C13";"0.22uF";"0.22UF-0402T-10V-10%";"0402-TIGHT";"0.22µF ceramic capacitors";"";"CAP-14846";"";"0.22uF";
"C14";"4.7uF";"4.7UF-0402_TIGHT-6.3V-20%-X5R";"0402-TIGHT";"4.7µF ceramic capacitors";"";"CAP-14240";"";"4.7uF";
"C15";"0.22uF";"0.22UF-0402T-10V-10%";"0402-TIGHT";"0.22µF ceramic capacitors";"";"CAP-14846";"";"0.22uF";
"C16";"10nF";"10NF-0402T-25V-10%";"0402-TIGHT";"0.01uF/10nF/10,000pF ceramic capacitors";"";"CAP-14847";"";"10nF";
"C17";"0.22uF";"0.22UF-0402T-10V-10%";"0402-TIGHT";"0.22µF ceramic capacitors";"";"CAP-14846";"";"0.22uF";
"C18";"4.7uF";"4.7UF-0402_TIGHT-6.3V-20%-X5R";"0402-TIGHT";"4.7µF ceramic capacitors";"";"CAP-14240";"";"4.7uF";
"C19";"10uF";"10UF-0402T-6.3V-20%";"0402-TIGHT";"10.0µF ceramic capacitors";"";"CAP-14848";"";"10uF";
