"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"CONN1";"STEMMA_I2C_QT";"STEMMA_I2C_QT";"JST_SH4";"";"";
"FID1";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"HEADER-1X4ROUND";"1X04_ROUND";"PIN HEADER";"";
"JP5";"";"HEADER-1X12";"1X12_ROUND";"";"";
"JP6";"";"HEADER-1X16ROUND";"1X16_ROUND";"PIN HEADER";"";
"LED1";"WS2812B_SK6812E";"WS2812B_SK6812E";"NEO3535_REVERSE";"";"";
"LED2";"WS2812B_SK6812E";"WS2812B_SK6812E";"NEO3535_REVERSE";"";"";
"MS1";"FEATHERWING_NODIM";"FEATHERWING_NODIM";"FEATHERWING_NODIM";"";"";
"R1";"100K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R2";"100K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"SJ1";"";"SOLDERJUMPERCLOSED";"SOLDERJUMPER_CLOSEDWIRE";"SMD Solder JUMPER";"";
"SJ2";"";"SOLDERJUMPERCLOSED";"SOLDERJUMPER_CLOSEDWIRE";"SMD Solder JUMPER";"";
"SJ3";"";"SOLDERJUMPERCLOSED";"SOLDERJUMPER_CLOSEDWIRE";"SMD Solder JUMPER";"";
"SW1";"MX";"SWITCH_PUSHBUTTON_KAILH_SOCKET";"KAILH_SOCKET";"Buttons";"";
"SW2";"MX";"SWITCH_PUSHBUTTON_KAILH_SOCKET";"KAILH_SOCKET";"Buttons";"";
"SW3";"";"SWITCH_SPST_TACT_RA";"SPST_TACTILE_RA";"Switch - SPST";"";
