"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"10uF";"CAP1206";"1206";"Capacitor";"";
"C3";"10nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"470nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"JP1";"OUTPUT";"M08";"1X08";"Header 8";"";
"JP2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP4";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP5";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP6";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"R1";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"SJ1";"I2C-Add";"SOLDERJUMPER_2WAYS";"SJ_3";"Solder Jumper";"";
"SJ2";"I2C-Mode";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"U$1";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U1";"L3G4200D";"L3G4200D";"LGA16-4X4";"L3G4200D Three-axis, digital output gyroscope";"";
