"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"100pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"JP1";"";"M03PTH";"1X03";"Header 3";"";
"JP2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"M1";"MIC9.7MM";"MIC9.7MM";"MIC-9.7MM";"Microphone";"";
"R1";"2.2K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"1K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R5";"100K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"U$1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"U1";"OPA344";"OPA344";"SOT23-5";"";"";
