"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"AES1";"ATAES132";"ATAES132";"SOIC8";"32Kb Serial EEPROM.";"";"";
"BAT1";"3V";"BATTERY12MM";"BATTCON_12MM";"Battery Holders";"";"";
"C1";"0.1u";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C2";".1uf";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C3";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C4";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C5";".1uf";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C6";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C7";"2200pf";"2.2NF/2200PF-50V-10%(0603)";"0603-CAP";"CAP-07877";"CAP-07877";"2.2nF";
"C8";"2200pf";"2.2NF/2200PF-50V-10%(0603)";"0603-CAP";"CAP-07877";"CAP-07877";"2.2nF";
"C9";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C10";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C11";".1uf";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C12";"2200pf";"2.2NF/2200PF-50V-10%(0603)";"0603-CAP";"CAP-07877";"CAP-07877";"2.2nF";
"C13";"2200pf";"2.2NF/2200PF-50V-10%(0603)";"0603-CAP";"CAP-07877";"CAP-07877";"2.2nF";
"C14";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"D1";"GREEN";"LED-GREEN0603";"LED-0603";"Various green LEDs";"DIO-00821";"GREEN";
"ECC1";"ATECC108";"ATECC108";"SOIC8";"ATECC108: Provides ECDSA with NIST curves P256, B283, and K283.  Also, a RNG, 8.5Kb EEPROM.  2.0V - 5.5V.";"";"";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LEDGER";"FRAME-LEDGER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"J1";"AVR_SPI_PRG_6PTH";"AVR_SPI_PRG_6PTH";"2X3";"AVR ISP 6 Pin";"";"";
"JP1";"Clears A0";"JUMPER-2SMD-NO";"SJ_2S-NO";"Jumper";"";"";
"JP2";"Clears A1";"JUMPER-2SMD-NO";"SJ_2S-NO";"Jumper";"";"";
"JP3";"Serial Program JMP";"JUMPER-2PTH";"1X02";"Jumper";"";"";
"JP4";"Serial Program JMP";"JUMPER-2PTH";"1X02";"Jumper";"";"";
"JP5";"M11PTH";"M11PTH";"1X11";"Header 11";"";"";
"JP6";"";"M04PTH";"1X04";"Header 4";"";"";
"JP7";"M02PTH";"M02PTH";"1X02";"Standard 2-pin 0.1" header. Use with";"";"";
"JP8";"M02PTH";"M02PTH";"1X02";"Standard 2-pin 0.1" header. Use with";"";"";
"JP13";"Jump for Read/Write";"JUMPER-2PTH";"1X02";"Jumper";"";"";
"JP14";"";"JUMPER-2PTH";"1X02";"Jumper";"";"";
"R1";"10k";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R2";"1k";"1K-1%";"0603-RES";"1k-ohm SMT";"RES-07856";"1k";
"R6";"4.7K";"4.7KOHM1/10W1%(0603)";"0603";"RES-07857";"RES-07857";"";
"R7";"4.7k";"4.7KOHM1/10W1%(0603)";"0603";"RES-07857";"RES-07857";"";
"R8";"4.7k";"4.7KOHM1/10W1%(0603)";"0603";"RES-07857";"RES-07857";"";
"R9";"4.7k";"4.7KOHM1/10W1%(0603)";"0603";"RES-07857";"RES-07857";"";
"R10";"4.7k";"4.7KOHM1/10W1%(0603)";"0603";"RES-07857";"RES-07857";"";
"R11";"4.7k";"4.7KOHM1/10W1%(0603)";"0603";"RES-07857";"RES-07857";"";
"R12";"10k";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
