"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"0.1µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"0.01uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"0.01uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"D1";"TLVH431";"SHUNT-VREF";"SOT23-R";"Shunt Voltage Reference";"";
"FB1";"ferrite";"FERRITE0805";"0805";"Ferrite Bead";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"HEADER-1X4ROUND";"1X04_ROUND";"PIN HEADER";"";
"R1";"100";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"100";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"1M";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R4";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"U$11";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$12";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U1";"AD8495ARMZ ";"AD849X";"MSOP8_0.65MM";"AD8494/8495 - Precision Thermocouple Amplifier with Cold Junction Compensation";"";
"X1";"3.5mm terminal";"TERMBLOCK_1X2";"TERMBLOCK_1X2-3.5MM";"3.5mm Terminal block";"";
