"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"FD1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";
"FD2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";
"FD3";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";
"FD4";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame - Letter";"";"";
"H1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";
"H2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";
"H3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";
"H4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";
"J1";"";"QWIIC_CONNECTORJS-1MM";"1X04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"CONN-13694";"";
"J2";"";"QWIIC_CONNECTORJS-1MM";"1X04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"CONN-13694";"";
"J3";"";"QWIIC_CONNECTORJS-1MM";"1X04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"CONN-13694";"";
"J4";"";"I2C_STANDARDJS-1MM";"1X04_1MM_RA";"SparkFun I2C Standard Pinout Header";"";"";
"JP1";"PARTICLE_PHOTONTEMPLATE_NO_STANDOFF";"PARTICLE_PHOTONTEMPLATE_NO_STANDOFF";"PARTICLE_PHOTON_TEMPLATE_NO_STANDOFF";"Particle Photon";"";"";
"JP2";"";"M04PTH";"1X04";"Header 4";"";"";
"JP3";"";"M03PTH";"1X03";"Header 3";"";"";
"JP4";"";"M03PTH";"1X03";"Header 3";"";"";
"JP5";"";"M10NO_SILK_PTH_FEMALE";"1X10_NO_SILK";"Header 10";"CONN-11563";"";
"JP6";"";"M10NO_SILK_PTH_FEMALE";"1X10_NO_SILK";"Header 10";"CONN-11563";"";
"JP7";"";"M09NO_SILK";"1X09_NO_SILK";"Header 9";"";"";
"JP8";"";"M09NO_SILK";"1X09_NO_SILK";"Header 9";"";"";
"JP9";"";"M09NO_SILK";"1X09_NO_SILK";"Header 9";"";"";
"JP10";"";"M09NO_SILK";"1X09_NO_SILK";"Header 9";"";"";
"LOGO1";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open-Source Hardware (OSHW) Logo";"";"";
"LOGO2";"REVISION";"REVISION";"REVISION";""Revision By" Text";"";"";
"U$4";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME_.1";"SparkFun Font Logo";"";"";
