"Part";"Value";"Device";"Package";"Description";"";
"C1";"";"C-US025-025X050";"C025-025X050";"CAPACITOR, American symbol";"";
"C2";"";"C-US025-025X050";"C025-025X050";"CAPACITOR, American symbol";"";
"GNDSTRIP1";"12-STRIP";"12-STRIP";"12-STRIP";"";"";
"GNDSTRIP2";"12-STRIP";"12-STRIP";"12-STRIP";"";"";
"IC1";"SMD-14";"SMD-14";"SO-14NMW";"";"";
"JP1";"";"PINHD-1X8BIG";"1X08-BIG";"PIN HEADER";"";
"JP4";"";"PINHD-1X8BIG";"1X08-BIG";"PIN HEADER";"";
"JP9";"";"PINHD-1X6B";"1X06-BIG";"PIN HEADER";"";
"LED1";"";"LED3MM";"LED3MM";"LED";"";
"LED2";"";"LED3MM";"LED3MM";"LED";"";
"M1";"ARDUINO_R3_ICSP";"ARDUINO_R3_ICSP";"ARDUINOR3_ICSP";"";"";
"R1";"";"R-US_0207/5V";"0207/5V";"RESISTOR, American symbol";"";
"R2";"";"R-US_0207/5V";"0207/5V";"RESISTOR, American symbol";"";
"RESET";"Reset";"10-XX";"B3F-10XX";"OMRON SWITCH";"";
"S1";"Reset";"10-XX";"B3F-10XX";"OMRON SWITCH";"";
"U$1";"PINHD-1X10";"PINHD-1X10";"1X10-BIG";"Pin header 1x10 0.1" spacing";"";
"U$2";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$3";"5-STRIP";"5-STRIP";"5-STRIP";"";"";
"U$4";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$5";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$6";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$7";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$8";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$9";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$10";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$11";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$12";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$13";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$14";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$15";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$16";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$17";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$18";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$19";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$20";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$21";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$22";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$23";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$24";"5-STRIP";"5-STRIP";"5-STRIP";"";"";
"U$25";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$26";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$27";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$28";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$29";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$30";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$31";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$32";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$33";"3-STRIP";"3-STRIP";"3-STRIP";"";"";
"U$34";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$35";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$37";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$38";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$39";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$40";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$41";"PERFHOLE";"PERFHOLE";"PERFHOLE";"";"";
"U$43";"5-STRIP";"5-STRIP";"5-STRIP";"";"";
"VCCSTRIP1";"12-STRIP";"12-STRIP";"12-STRIP";"";"";
"VCCSTRIP2";"12-STRIP";"12-STRIP";"12-STRIP";"";"";
