"Part";"Value";"Device";"Package";"Description";"BOM";
"B1";"CR1220";"BATTERYCR1220_2";"CR1220-2";"CR1220 SMT - Digikey: 3001K-ND";"";
"C1";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"FB1";"Ferrite";"FERRITE-0805NO";"0805-NO";"Ferrite Bead";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"HEADER-1X4ROUND";"1X04_ROUND";"PIN HEADER";"";
"JP2";"";"HEADER-1X570MIL";"1X05_ROUND_70";"PIN HEADER";"";
"JP3";"";"HEADER-1X2ROUND";"1X02_ROUND";"PIN HEADER";"";
"JP4";"";"HEADER-1X10ROUND";"1X10_ROUND";"PIN HEADER";"";
"LED1";"RED";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"MS1";"FEATHERWING";"FEATHERWING";"FEATHERWING";"";"";
"Q1";"DMG3415U-7 ";"MOSFET-PWIDE";"SOT23-WIDE";"P-Channel Mosfet";"";
"R1";"470 ohm";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"100K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"SJ1";"";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"SJ2";"";"SOLDERJUMPERCLOSED";"SOLDERJUMPER_CLOSEDWIRE";"SMD Solder JUMPER";"";
"SJ3";"";"SOLDERJUMPERCLOSED";"SOLDERJUMPER_CLOSEDWIRE";"SMD Solder JUMPER";"";
"SW1";"KMR2";"SWITCH_TACT_SMT4.6X2.8";"BTN_KMR2_4.6X2.8";"SMT Tact Switches";"";
"TP1";"";"TESTPOINTROUND1.5MM";"TESTPOINT_ROUND_1.5MM";"Test Point";"";
"U1";"FGPMMOPA6H";"GPS_FGPMMOPA6H";"FGPMMOPA6H";"GPS Module - MTK MT3339 Chipset, -165dBm sensitivity, 22 channels, 10Hz, auto-select external antenna options";"";
"X1";"uFL";"ANTENNA_U.FL";"U.FL";"U.FL Antenna Connector";"";
