"Part";"Value";"Device";"Package";"Description";"";
"C1";"10uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C3";"2.2uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C4";"2.2uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C5";"10uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C6";"2.2uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C7";"2.2uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C8";"2.2uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"D1";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D2";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D3";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"JP1";"";"HEADER-1X870MIL";"1X08_ROUND_70";"PIN HEADER";"";
"Q1";"BSS138";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"Q2";"BSS138";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"R2";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R3";"390K";"RESISTOR0805";"0805";"Resistors";"";
"R4";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R5";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R6";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R11";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R12";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R13";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R14";"10K";"RESISTOR0805";"0805";"Resistors";"";
"SJ1";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"SJ2";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"U$23";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U$24";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U$25";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U$26";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U1";"UG-2864HSWEG01";"DISP_OLED_UG-2864HSWEG01";"UG-2864HSWEG01_1.3_WRAPAROUND";"UG-2864HSWEG01 OLED display";"";
"U2";"";"VREG_SOT23-5";"SOT23-5";"SOT23-5 Fixed Voltage Regulators";"";
