"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"BAT1";"";"BATTERY20PTH";"BATTCOM_20MM_PTH";"Battery Holders";"";"";
"C6";"0.1uF";"CAPPTH2";"CAP-PTH-SMALL2";"Capacitor";"";"";
"FRAME2";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP3";"Water Sensor";"M02PTH";"1X02";"Standard 2-pin 0.1" header. Use with";"";"";
"JP4";"ISP";"M06SIP";"1X06";"Header 6";"";"";
"LED1";"";"LED5MM";"LED5MM";"LEDs";"";"";
"S1";"Power";"SWITCH-SPDTPTH";"SWITCH-SPDT";"SPDT Switch";"";"";
"SG1";"Buzzer";"BUZZERPTH";"BUZZER-12MM";"Buzzer 12mm";"";"";
"STANDOFF1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"STANDOFF3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"STANDOFF4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"U$1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";"";
"U$4";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"U$5";"LOGO-SFENW2";"LOGO-SFENW2";"SFE-NEW-WEB";"Spark Fun Electronics PCB Logo";"";"";
"U2";"TINY85-20-DIP";"ATTINY45TINY85-20-DIP";"DIP08";"Atmel 8-pin 2/4/8kB flash uC";"IC-09445";"TINY85-20-DIP";
