"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"10uF";"10UF50V20%(1210)";"1210";"CAP-09824";"CAP-09824";"10uF";
"C2";"10uF";"10UF-6.3V-20%(1206)";"1206";"Ceramic";"CAP-10057";"10uF";
"C3";"47uF";"47UF-TANT";"EIA3528";"47uF Tantalum SMT";"CAP-08310";"47uF";
"C4";"47uF";"47UF-TANT";"EIA3528";"47uF Tantalum SMT";"CAP-08310";"47uF";
"C5";"1.0uF";"1.0UF-16V-10%(0603)";"0603-CAP";"CAP-00868";"CAP-00868";"1.0uF";
"C6";"1.0uF";"1.0UF-16V-10%(0603)";"0603-CAP";"CAP-00868";"CAP-00868";"1.0uF";
"D1";"ZLLS500";"ZLLS500ZLLS500";"SOT23";"700mA 40V SOT-23 Schottky";"DIO-08411";"ZLLS500";
"D2";"ZLLS500";"ZLLS500ZLLS500";"SOT23";"700mA 40V SOT-23 Schottky";"DIO-08411";"ZLLS500";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"J1";"5.5x2.1mm Barrel";"POWER_JACKSMD";"POWER_JACK_SMD";"Power Jack";"CONN-08106";"5.5x2.1mm Barrel";
"J2";"POWER_JACKPTH";"POWER_JACKPTH";"POWER_JACK_PTH";"Power Jack";"";"";
"J3";"";"JST_2MM_MALE";"JST-2-SMD";"Mates to single-cell LiPo batteries.";"CONN-08352";"";
"J4";"";"M04PTH";"1X04";"Header 4";"";"";
"J5";"M02PTH";"M02PTH";"1X02";"Standard 2-pin 0.1" header. Use with";"";"";
"J6";"M023.5MM";"M023.5MM";"SCREWTERMINAL-3.5MM-2";"Standard 2-pin 0.1" header. Use with";"";"";
"J7";"M023.5MM";"M023.5MM";"SCREWTERMINAL-3.5MM-2";"Standard 2-pin 0.1" header. Use with";"";"";
"J8";"M023.5MM";"M023.5MM";"SCREWTERMINAL-3.5MM-2";"Standard 2-pin 0.1" header. Use with";"";"";
"JP1";"";"JUMPER-2SMD-NC";"SJ_2S";"Jumper";"";"";
"JP2";"";"JUMPER-2SMD-NO";"SJ_2S-NO";"Jumper";"";"";
"JP3";"JUMPER-PTH-2-NC";"JUMPER-PTH-2-NC";"PTH-JUMPER-NC_BOTTOM_NO_SILK";"";"";"";
"JP4";"R_SEN";"M02PTH";"1X02";"Standard 2-pin 0.1" header. Use with";"";"";
"L1";"68uH";"INDUCTOR68UH-1A";"CR75";"Inductors";"NDUC-09739";"68uH";
"LOGO1";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME_.2";"SFE Logo, name and flame";"";"";
"LOGO2";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"LOGO3";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"LOGO4";"SFE_LOGO_NAME_FLAME.3_INCH";"SFE_LOGO_NAME_FLAME.3_INCH";"SFE_LOGO_NAME_FLAME_.3";"SFE Logo, name and flame";"";"";
"R1";"0.22";"0.22OHM1/4W1%(0805)";"0805";"RES-09883";"RES-09883";"0.22";
"R2";"47k";"47KOHM1/10W1%(0603)";"0603-RES";"RES-07871";"RES-07871";"47K";
"R3";"220k";"220KOHM1/10W1%(0603)";"0603-RES";"RES-08969";"RES-08969";"220k";
"R4";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R5";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R6";"220k";"220KOHM1/10W1%(0603)";"0603-RES";"RES-08969";"RES-08969";"220k";
"R7";"10k";"TRIMPOTRES-09285";"TRIMPOT-3MM";"Various small potentiometers for "set-and-forget" applications";"RES-09285";"10k";
"STANDOFF1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"STANDOFF2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"STANDOFF3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"STANDOFF4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"U1";"LT3652";"LT3652";"MSOP-12_GND";"LT3652 MPPT Solar Charge Controller";"";"LT3652";
