"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C2";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"IC1";"74LS595D";"74LS595D";"SO16";"8-bit SHIFT REGISTER, output latch";"";"";
"IC2";"74LS595D";"74LS595D";"SO16";"8-bit SHIFT REGISTER, output latch";"";"";
"JP1";"";"M06SIP";"1X06";"Header 6";"";"";
"JP2";"LOGO-SFENW2";"LOGO-SFENW2";"SFE-NEW-WEB";"Spark Fun Electronics PCB Logo";"";"";
"JP3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";
"JP4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";
"JP5";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";"";
"JP6";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";"";
"JP7";"";"JUMPER-2SMD-NC";"SJ_2S";"Jumper";"";"";
"JP8";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";"";
"JP9";"";"M07";"1X07";"Header 7";"";"";
"JP10";"";"JUMPER-2SMD-NC";"SJ_2S";"Jumper";"";"";
"LED1";"RED";"LED_RING";"LED_RING";"16 LED Ring";"";"";
"R1";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R2";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R3";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R4";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R5";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R6";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R7";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R8";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R9";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R10";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R11";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R12";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R13";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R14";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R15";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R16";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R17";"180";"180OHM1/10W1%(0603)";"0603-RES";"RES-08788";"RES-08788";"180";
"R18";"180";"180OHM1/10W1%(0603)";"0603-RES";"RES-08788";"RES-08788";"180";
"R19";"300";"300OHM-1/10W-1%(0603)";"0603-RES";"RES-10328";"RES_10328";"300";
"R20";"10k";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"U$1";"REVISION";"REVISION";"REVISION";"";"";"";
"U$2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"U1";"ENCODER_RGB";"ENCODER_RGB";"ENCODER_LED_RGB";"Illuminated Rotary Encoder w/ RGB LED and select switch";"";"";
