"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"JP1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP5";"";"M06SIP";"1X06";"Header 6";"";
"JP6";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"R1";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"SJ1";"";"SOLDERJUMPERNO";"SJ_2S-NO";"Solder Jumper";"";
"U$1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U$2";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U1";"MMA8452Q";"MMA8452Q";"QFN-16_0.5MM";"MMA8452Q 3-Axis, 12/8-bit Digital Accelerometer";"";
