"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"D1";"RED";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"D2";"RED";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"M01PTH";"M01PTH";"1X01";"Header 1";"";"";
"JP2";"M01PTH";"M01PTH";"1X01";"Header 1";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"LOGO3";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SFE Logo, name and flame";"";"";
"R1";"4.7k";"4.7KOHM1/10W1%(0603)";"0603@1";"RES-07857";"RES-07857";"";
"R2";"4.7k";"4.7KOHM1/10W1%(0603)";"0603@1";"RES-07857";"RES-07857";"";
"R3";"4.7k";"4.7KOHM1/10W1%(0603)";"0603@1";"RES-07857";"RES-07857";"";
"R4";"4.7k";"4.7KOHM1/10W1%(0603)";"0603@1";"RES-07857";"RES-07857";"";
"R5";"4.7k";"4.7KOHM1/10W1%(0603)";"0603@1";"RES-07857";"RES-07857";"";
"R6";"10k";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R7";"1K";"1KOHM1/10W1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R8";"1K";"1KOHM1/10W1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"SJ1";"I2C EN";"JUMPER-SMT_3_2-NC_PASTE_SILK";"SMT-JUMPER_3_2-NC_PASTE_SILK";"Normally closed solder jumper (2 of 2 connections)";"";"";
"SJ3";"A1";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";
"SJ4";"A0";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";
"SJ5";"WP";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";
"U$1";"BEAGLE_BONE_BLACK_CAPE";"BEAGLE_BONE_BLACK_CAPE";"BEAGLE_BONE_BLACK_CAPE";"";"";"";
"U$2";"M23";"M23";"1X23";"";"";"";
"U$3";"M23";"M23";"1X23";"";"";"";
"U$4";"M23";"M23";"1X23";"";"";"";
"U$5";"M23";"M23";"1X23";"";"";"";
"U1";"EEPROM-I2CSMD";"EEPROM-I2CSMD";"SO08";"I2C EEPROM chips, 24LC256 (and others)";"";"";
