"Part";"Value";"Device";"Package";"Description";"";
"C1";"1uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C2";"1uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C3";"1uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C4";"1uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C5";"10uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C6";"10uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C7";"10uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"D1";"1N4148";"DIODESOD-323F";"SOD-323F";"Diode";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"JP1";"";"HEADER-1X670MIL";"1X06_ROUND_70";"PIN HEADER";"";
"LCD1";"";"DISP_OLED_UG-2832HSWEG02";"UG-2832HSWEG02_WRAPUNDER";"128x32 I2C 0.91" Monochrome OLED Display";"";
"Q1";"BSS138";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"Q2";"BSS138";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"R3";"390K";"RESISTOR0805";"0805";"Resistors";"";
"R4";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R5";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R7";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R8";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R9";"10K";"RESISTOR0805";"0805";"Resistors";"";
"U1";"RT9193";"VREG_SOT23-5";"SOT23-5";"SOT23-5 Fixed Voltage Regulators";"";
