"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"CN1";"1X4-CLEANBIG";"1X4-CLEANBIG";"1X04-CLEANBIG";"4-pin connector";"";
"CN2";"1X4-CLEANBIG";"1X4-CLEANBIG";"1X04-CLEANBIG";"4-pin connector";"";
"D2";"1N4148";"DIODESOD-323F";"SOD-323F";"Diode";"";
"D3";"1N4148";"DIODESOD-323F";"SOD-323F";"Diode";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"IC1";"AR1100_SSOP";"AR1100_SSOP";"TSSOP20-5.3MMBODY";"";"";
"LED1";"RED";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"R1";"470";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"20K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"U$2";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$4";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$6";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$7";"FPC_4PIN_12969";"FPC_4PIN_12969";"FPC_CONN_1MM_DUAL_4P";"";"";
"X1";"";"USBMINIB";"USB-MINIB";"USB Connectors";"";
"Y1";"12MHz";"RESONATORSMD";"RESONATOR-SMD";"Resonator";"";
