"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C2";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C3";"10uF";"10UF10V10%(0805)";"0805-CAP";"CAP-11330";"CAP-11330";"";
"C4";"10uF";"10UF10V10%(0805)";"0805-CAP";"CAP-11330";"CAP-11330";"";
"C5";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C6";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C7";"10uF";"10UF10V10%(0805)";"0805-CAP";"CAP-11330";"CAP-11330";"";
"C8";"10uF";"10UF10V10%(0805)";"0805-CAP";"CAP-11330";"CAP-11330";"";
"C9";"10uF";"10UF10V10%(0805)";"0805-CAP";"CAP-11330";"CAP-11330";"";
"C10";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C11";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"J1";"USB-MINIB-5PIN";"USB-MINIB-5PIN";"USB-MINIB";"Mini-USB "B" connector with 5th pin broken out.";"CONN-08193";"";
"JP1";"";"M05X2SHD_SMD";"2X5-SHROUDED_SMD";"Header 5x2";"CONN-09508";"";
"JP2";"";"M05PTH";"1X05";"Header 5";"";"";
"L1";"1A Ferrite";"INDUCTOR0603";"0603";"Inductors";"NDUC-12579";"";
"LED1";"RED";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"LED2";"DNP";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"LED3";"RED";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"LED4";"DNP";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"LED5";"RED";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"LED6";"DNP";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"LED7";"RED";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"LED8";"DNP";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"LOGO1";"OSHW-LOGOL";"OSHW-LOGOL";"OSHW-LOGO-L";"Open Source Hardware Logo";"";"";
"LOGO2";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SFE Logo, name and flame";"";"";
"PCB1";"PCB_DP_RECTANGLE-37X60";"PCB_DP_RECTANGLE-37X60";"DP6037_V1";"Dangerous Prototypes Standard Rectangular PCB sizes";"";"";
"R1";"0.27";"0OHM-1/10W-5%(0603)";"0603";"RES-08609";"RES-08787";"0";
"R2";"10k";"CAY16-F4";"4XARRAY";"CAY16-F4";"RES-13167";"";
"R3";"10k";"CAY16-F4";"4XARRAY";"CAY16-F4";"RES-13167";"";
"R4";"1K";"1KOHM-1/10W-1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R5";"0.27";"0OHM-1/10W-5%(0603)";"0603";"RES-08609";"RES-08787";"0";
"R6";"1K";"1KOHM-1/10W-1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R7";"1K";"1KOHM-1/10W-1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R8";"0.27";"0OHM-1/10W-5%(0603)";"0603";"RES-08609";"RES-08787";"0";
"R9";"1K";"1KOHM-1/10W-1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R10";"2.0k";"2.0KOHM1/10W5%(0603)";"0603-RES";"RES-08296";"RES-08296";"2.0k";
"R11";"2.0k";"2.0KOHM1/10W5%(0603)";"0603-RES";"RES-08296";"RES-08296";"2.0k";
"R12";"10k";"CAY16-F4";"4XARRAY";"CAY16-F4";"RES-13167";"";
"U1";"MIC5205 3V3";"MIC52053.3V";"SOT23-5";"MIC5205 150mA vreg";"VREG-00822";"";
"U2";"MIC5205 3V3";"MIC52053.3V";"SOT23-5";"MIC5205 150mA vreg";"VREG-00822";"";
"U3";"PIC24FJ64GA002";"PIC24FJ64GA002";"SSOP28";"16-bit General Purpose Flash Microcontroller";"IC-09426";"";
"U4";"MIC5205 5V0";"MIC52055V";"SOT23-5";"MIC5205 150mA vreg";"VREG-00823";"";
"U5";"FT232RL-BASICSSOP";"FT232RL-BASICSSOP";"SSOP28DB";"USB UART";"IC-00870";"";
"U6";"4066";"4066";"TSSOP14";"Quad bilateral ANALOG SWITCH";"IC-13191";"";
