"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO@1";"Ceramic Capacitors";"";
"C2";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO@1";"Ceramic Capacitors";"";
"CN2";"JSTPH";"JST_2PIN";"JSTPH2";"JST 2-Pin Right-Angle Connector";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP4";"";"HEADER-1X570MIL";"1X05_ROUND_70";"PIN HEADER";"";
"LED1";"RED";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"LED2";"GREEN";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"R1";"470";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R2";"470";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R3";"10K\";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R4";"2.2K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R5";"5.1K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R6";"5.1K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"SJ1";"";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"U$9";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$10";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$11";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$12";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U1";"MCP73831T-2ACI/OT";"MCP73831/2";"SOT23-5";"MCP73831/2 LIPO Charger";"";
"X2";"";"USB_C";"USB_C_CUSB31-CFM2AX-01-X";"USB Type-C USB 2.0 Connector";"";
