"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C5";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C6";"47uF";"CAP_ELECTROLYTICPANASONIC_C";"PANASONIC_C";"Electrolytic Capacitors";"";
"C7";"0.01uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C8";"0.01uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C9";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C10";"47uF";"CAP_ELECTROLYTICPANASONIC_C";"PANASONIC_C";"Electrolytic Capacitors";"";
"C11";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C12";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"FB1";"Ferrite";"FERRITE0805";"0805";"Ferrite Bead";"";
"FB2";"Ferrite";"FERRITE0805";"0805";"Ferrite Bead";"";
"FID1";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"HEADER-1X670MIL";"1X06_ROUND_70";"PIN HEADER";"";
"JP3";"";"HEADER-1X970MIL";"1X09_ROUND_70";"PIN HEADER";"";
"R1";"10k";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R2";"10k";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R3";"220k";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R4";"100";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R5";"220k";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R6";"100";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R7";"10k";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R8";"10k";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R9";"10k";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R10";"10k";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"U$11";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$12";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$13";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$14";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U1";"UDA1334ATS";"AUDIO_I2S_UDA1334""";"SSOP16_4.4MM";"UDA1334 I2C Audio DAC";"";
"U2";"MIC5225-3.3";"VREG_SOT23-5";"SOT23-5";"SOT23-5 Fixed Voltage Regulators";"";
"X2";"19269";"AUDIO_3.5MMJACK";"4UCONN_19269";"3.5MM Audio Jack";"";
