"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"1.0uF";"1.0UF-0603-16V-10%";"0603";"1µF ceramic capacitors";"CAP-00868";"1.0uF";
"C2";"2.2uF";"2.2UF-0603-10V-20%";"0603";"2.2µF ceramic capacitors";"CAP-07888";"2.2uF";
"C3";"0.1uF";"0.1UF-0402-16V-10%";"0402";"0.1µF ceramic capacitors";"CAP-12416";"0.1uF";
"C4";"DNP";"CAP0402";"0402";"Capacitor";"";"";
"C5";"100pF";"100PF-0402-50V-5%";"0402";"100pF/0.1nF ceramic capacitors";"CAP-13458";"100pF";
"C6";"1.0uF";"1.0UF-0402-16V-10%";"0402";"1µF ceramic capacitors";"CAP-12417";"1.0uF";
"C7";"180pF";"180PF-0603-50V-5%";"0603";"180pF/0.18nF ceramic capacitors";"CAP-11661";"180pF";
"C8";"180pF";"180PF-0603-50V-5%";"0603";"180pF/0.18nF ceramic capacitors";"CAP-11661";"180pF";
"C9";"6pF";"6PF-0402-50V-0.5%";"0402";"15pF ceramic capacitors";"CAP-13455";"6pF";
"C10";"6pF";"6PF-0402-50V-0.5%";"0402";"15pF ceramic capacitors";"CAP-13455";"6pF";
"C11";"0.8pF";"0.8PF-0402-50V-0.1PF";"0402";"0.8pF ceramic capacitors";"CAP-13456";"0.8pF";
"C12";"DNP";"CAP0402";"0402";"Capacitor";"";"";
"C13";"15pF";"15PF-0402-50V-5%";"0402";"15pF ceramic capacitors";"CAP-13063";"15pF";
"C14";"15pF";"15PF-0402-50V-5%";"0402";"15pF ceramic capacitors";"CAP-13063";"15pF";
"C15";"0.1uF";"0.1UF-0402-16V-10%";"0402";"0.1µF ceramic capacitors";"CAP-12416";"0.1uF";
"C16";"0.1uF";"0.1UF-0402-16V-10%";"0402";"0.1µF ceramic capacitors";"CAP-12416";"0.1uF";
"C17";"4.7uF";"4.7UF0603";"0603";"4.7µF ceramic capacitors";"CAP-08280";"4.7uF";
"D1";"RED";"LED-RED0603";"LED-0603";"Red SMD LED";"DIO-00819";"RED";
"D2";"BLUE";"LED-BLUE0603";"LED-0603";"Blue SMD LED";"DIO-08575";"BLUE";
"E1";"ANT";"ANTENNA-GROUNDEDTRACE-15.2MM";"TRACE_ANTENNA_2.4GHZ_15.2MM";"Antenna w/ Ground Connection";"";"";
"FD1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";
"FD2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"J1";"";"ARDUINO_SERIAL_PROGRAMPTH";"1X06";"FTDI connector footprints";"";"";
"J2";"";"CONN_02PTH";"1X02";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";
"J3";"";"CONN_17";"1X17";"1x17 .1" header";"";"";
"J4";"";"CONN_17";"1X17";"1x17 .1" header";"";"";
"J5";"CORTEX_DEBUGPTH";"CORTEX_DEBUGPTH";"2X5-PTH-1.27MM";"Cortex Debug Connector";"";"";
"JP1";"VDD-EN";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";
"JP2";"NFC1";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";
"JP3";"NFC2";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";
"JP4";"XL1";"JUMPER-PAD-2-NC_BY_TRACE";"PAD-JUMPER-2-NC_BY_TRACE_YES_SILK";"";"";"";
"JP5";"XL2";"JUMPER-PAD-2-NC_BY_TRACE";"PAD-JUMPER-2-NC_BY_TRACE_YES_SILK";"";"";"";
"JP6";"PWR-LED";"JUMPER-PAD-2-NC_BY_TRACE";"PAD-JUMPER-2-NC_BY_TRACE_YES_SILK";"";"";"";
"L1";"3.9nH";"INDUCTOR-0402-3.9NH";"0402";"Inductors";"NDUC-13457";"3.9nH";
"LOGO1";"OSHW-LOGOMINI";"OSHW-LOGOMINI";"OSHW-LOGO-MINI";"Open-Source Hardware (OSHW) Logo";"";"";
"LOGO2";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME_.1";"SparkFun Font Logo";"";"";
"LOGO3";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME_.1";"SparkFun Font Logo";"";"";
"R1";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"RES-07856";"1k";
"R2";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"RES-07856";"1k";
"SW1";"TACTILE_SWITCH_SMD_4_6X2_8MM";"SWITCH_SPST_4_PINRECT";"TACTILE_SWITCH_SMD_4.6X2.8MM";"";"SWCH-13065";"";
"SW2";"TACTILE_SWITCH_SMD_4_6X2_8MM";"SWITCH_SPST_4_PINRECT";"TACTILE_SWITCH_SMD_4.6X2.8MM";"";"SWCH-13065";"";
"TP1";"TEST-POINT3X4";"TEST-POINT3X4";"PAD.03X.04";"Bare copper test points for troubleshooting or ICT";"";"";
