"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"Ceramic";"CAP-00810";"0.1uF";
"FID1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"J1";"M02PTH3";"M02PTH3";"1X02_LONGPADS";"Standard 2-pin 0.1" header. Use with";"";"";
"J2";"M023.5MM";"M023.5MM";"SCREWTERMINAL-3.5MM-2";"Standard 2-pin 0.1" header. Use with";"";"";
"J3";"M02PTH3";"M02PTH3";"1X02_LONGPADS";"Standard 2-pin 0.1" header. Use with";"";"";
"J4";"M023.5MM";"M023.5MM";"SCREWTERMINAL-3.5MM-2";"Standard 2-pin 0.1" header. Use with";"";"";
"J5";"M02PTH3";"M02PTH3";"1X02_LONGPADS";"Standard 2-pin 0.1" header. Use with";"";"";
"J6";"M023.5MM";"M023.5MM";"SCREWTERMINAL-3.5MM-2";"Standard 2-pin 0.1" header. Use with";"";"";
"J7";"M04X2";"M04X2";"2X4";".1" header, two rows of four.";"";"";
"JP1";"JUMPER-31-2";"JUMPER-31-2";"SJ_3_PASTE1&2";"";"";"";
"JP2";"JUMPER-31-2";"JUMPER-31-2";"SJ_3_PASTE1&2";"";"";"";
"LOGO1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"LOGO3";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";"";
"R1";"1K";"1KOHM1/10W1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R2";"1K";"1KOHM1/10W1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R3";"0.22";"0.22OHM1/4W1%(0805)";"0805";"RES-09883";"RES-09883";"0.22";
"R4";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R5";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"STANDOFF1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"STANDOFF2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"STANDOFF3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"U1";"DRV8830";"DRV8830";"MSOP-10-GNDPAD";"DRV8830 I2C DC Motor Driver";"";"";
