"Part";"Value";"Device";"Package";"Description";"BOM";
"A0";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"A1";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"A2";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"A3";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"A4";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"C1";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"47uF/16v";"CAP_ELECTROLYTICPANASONIC_C";"PANASONIC_C";"Electrolytic Capacitors";"";
"C5";"47uF+/16v";"CAP_ELECTROLYTICPANASONIC_C";"PANASONIC_C";"Electrolytic Capacitors";"";
"C6";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C10";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"CONN1";"HEADER-1X25";"HEADER-1X25";"1X25_ROUND_70MIL";"";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"IC1";"TB6612FNG";"TB6612FNG";"SSOP24";"TB6612FNG";"";
"IC3";"TB6612FNG";"TB6612FNG";"SSOP24";"TB6612FNG";"";
"J1";"1X5";"1X5";"1X05-3.5MM";"";"";
"J3";"1X5";"1X5";"1X05-3.5MM";"";"";
"JP1";"";"HEADER-1X476MIL";"1X04_ROUND_76";"PIN HEADER";"";
"LED1";"Green";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"MPOWER";"1X2-3.5MM";"1X2-3.5MM";"1X2-3.5MM";"3.5mm Terminal block";"";
"Q1";"AOD417";"IRFR5305";"D-PAK_TO252AA";"HEXFET Power MOSFET";"";
"R1";"3.9K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"3.9K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"3.9K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R4";"10k";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R5";"10k";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R6";"10k";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R7";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R8";"10k";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R9";"10k";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"RPI1";"RASPBERRYPI_BPLUS_HATSLOTS";"RASPBERRYPI_BPLUS_HATSLOTS";"PI_HAT_SLOTS";"";"";
"SJ1";"WP";"SOLDERJUMPER_CLOSED";"SOLDERJUMPER_CLOSEDWIRE";"Solder Jumper - Closed";"";
"TP1";"";"TESTPOINTROUND2MM";"TESTPOINT_ROUND_2MM";"Test Point";"";
"TP2";"";"TESTPOINTROUND2MM";"TESTPOINT_ROUND_2MM";"Test Point";"";
"TP3";"";"TESTPOINTROUND2MM";"TESTPOINT_ROUND_2MM";"Test Point";"";
"TP4";"";"TESTPOINTROUND2MM";"TESTPOINT_ROUND_2MM";"Test Point";"";
"TP5";"";"TESTPOINTROUND2MM";"TESTPOINT_ROUND_2MM";"Test Point";"";
"U1";"CAT24C32";"EEPROM_I2C_SOIC8_GENERIC";"SOIC8_150MIL";"Note: The same pinout is used for many I2C EEPROMs in SOIC8(150mil) from a variety of manufacturers and in various sizes.";"";
"U2";"PCA9685";"PCA9685";"TSSOP28";"PCA9685 - 16 Channel 12-Bit I2C PWM Controller";"";
