"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"10uF";"10UF-16V-10%(TANT)";"EIA3216";"CAP-00811";"CAP-00811";"10uF";
"C2";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C3";"10uF";"10UF-16V-10%(TANT)";"EIA3216";"CAP-00811";"CAP-00811";"10uF";
"C4";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C5";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C6";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"CLIENT";"";"FTDI_BASICPTH";"FTDI_BASIC";"FTDI Basic header with labels";"";"";
"D1";"GREEN";"LED-GREEN0603";"LED-0603";"Various green LEDs";"DIO-00821";"GREEN";
"D2";"RED";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"D4";"GREEN";"LED-GREEN0603";"LED-0603";"Various green LEDs";"DIO-00821";"GREEN";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"HOST";"";"FTDI_DEVICE";"FTDI_DEVICE_SIDE";"Connector which mates to FTDI basic or FTDI cable.";"";"";
"JP2";"M02PTH";"M02PTH";"1X02";"Standard 2-pin 0.1" header. Use with";"";"";
"JP4";"USB Micro B";"USB_MICROB_PLUGCONN-11752";"USB-B-MICRO-SMD_V03";"USB Micro-B connectors";"CONN-11752";"";
"LOGO1";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME_.1";"SFE Logo, name only";"";"";
"LOGO2";"SFE_LOGO_FLAME.2_INCH";"SFE_LOGO_FLAME.2_INCH";"SFE_LOGO_FLAME_.2";"SFE Logo, flame only";"";"";
"LOGO3";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"R1";"1K";"1KOHM1/10W1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R2";"1K";"1KOHM1/10W1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R3";"1K";"1KOHM1/10W1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R4";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R5";"1K";"1KOHM1/10W1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"SJ1";"JUMPER-PAD-3-2OF3_NC_BY_PASTE";"JUMPER-PAD-3-2OF3_NC_BY_PASTE";"PAD-JUMPER-3-2OF3_NC_BY_PASTE_YES_SILK_FULL_BOX";"";"";"";
"U$1";"SMART_BASIC_LOGO";"SMART_BASIC_LOGO";"SMART_BASIC_LOGO";"";"";"";
"U1";"FT232RLSSOP";"FT232RLSSOP";"SSOP28DB";"USB UART";"IC-00870";"";
"U2";"MIC5219 3.3V";"V_REG_MIC52193.3V";"SOT23-5";"V_REG MIC5219";"VREG-09872";"MIC5219 3.3V";
"U3";"TS3USB221A";"TS3USB221A";"QFN-10-RSE";"DPDT Analog Mux";"IC-12115";"TS3USB221A";
