"Part";"Value";"Device";"Package";"Description";"";
"A2/16";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"A3/17";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"A4/18";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"A5/19";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"47uF";"CAP_POL3528";"EIA3528";"Capacitor Polarized";"";
"C3";"1.0uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C9";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C10";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"D2";"Status";"LED0603";"LED-0603";"LEDs";"";
"D4";"Yellow";"LED0603";"LED-0603";"LEDs";"";
"JP1";"LiPo";"M02-JST-2MM-SMT";"JST-2-SMD";"Header 2";"";
"JP2";"";"ARDUINO_SERIAL_PROGRAMSMD";"1X06-SMD";"";"";
"PP-MISO";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"PP-RST";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"PP-SCK";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"R1";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R9";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"S2";"On/Off";"AYZ0202";"AYZ0202";"SPDT Slide Switch";"";
"S3";"Reset";"SWITCH-MOMENTARY-2SMD";"TACTILE_SWITCH_SMD";"";"";
"TP-DTR";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"TP-FTDI_VCC";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"TP-RX";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"TP-TX";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"TP-VBATT";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"U$4";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"U$35";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"U$37";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"U$39";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"U$41";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"U$43";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"U$45";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"U1";"ATMEGA328";"ATMEGA168";"TQFP32-08";"";"";
"U2";"MCP73831";"MCP73831";"SOT23-5";"Microchip's MCP73831";"";
"Y1";"8MHz";"RESONATORSMD";"RESONATOR-SMD";"Resonator";"";
