"Part";"Value";"Device";"Package";"Description";"BOM";
"3VON";"GREEN";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"5VON";"GREEN";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"C1";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C5";"0.1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C6";".1u";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C7";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C8";".1u";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C9";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C10";".1u";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C11";".1u";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C13";"0.1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C14";".1u";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C15";".1u";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C16";".1u";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C17";"0.1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C18";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C19";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C20";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"CONN1";"STEMMA_I2C_QT";"STEMMA_I2C_QT";"JST_SH4";"";"";
"D2";"3.6V";"DIODE-ZENERSOD323";"SOD-323";"Zener Diode";"";
"DOWN";"TL3330AF260QG";"SWITCH_SPST_TACT_RA";"SPST_TACTILE_RA";"Switch - SPST";"";
"FID1";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID4";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"HEADER-1X11";"1X11_ROUND";"";"";
"L";"RED";"LED0603_NOOUTLINE";"CHIPLED_0603_NOOUTLINE";"LED";"";
"LED1";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"PC2";"47uF+/6.3V+";"CAP_ELECTROLYTICPANASONIC_D";"PANASONIC_D";"Electrolytic Capacitors";"";
"R1";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R2";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R3";"5.1K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R4";"1K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R5";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R6";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R7";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R8";"5.1K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R9";"1K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R10";"5.1K";"RESISTOR_4PACK";"RESPACK_4X0603";"Resistor Packs (4 resistors)";"";
"R15";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"RST";"TL3330AF260QG";"SWITCH_SPST_TACT_RA";"SPST_TACTILE_RA";"Switch - SPST";"";
"SENSE";"JST PH 3";"CON_JST_PH_3PIN";"JSTPH3";"";"";
"SJ1";"";"SOLDERJUMPER_2WAY";"SOLDERJUMPER_2WAY_OPEN_NOPASTE";"2-Way Solder Jumper";"";
"SJ2";"";"SOLDERJUMPER_2WAY";"SOLDERJUMPER_2WAY_OPEN_NOPASTE";"2-Way Solder Jumper";"";
"TP1";"SEWTAP_SMTNUTM3";"SEWTAP_SMTNUTM3";"SMT_NUT_3MM";"";"";
"TP2";"SEWTAP_SMTNUTM3";"SEWTAP_SMTNUTM3";"SMT_NUT_3MM";"";"";
"U$1";"ATSAMD51J19";"ATSAMD51J";"PQFN64-1";"ATSAMD51J cortex m4 microcontroller";"";
"U1";"74AHCT245";"74LCX245";"TSSOP20";"74LCX245MTC - 5.0V Tolerant Bi-Directional Buffer";"";
"U2";"AP2112K-3.3";"LP2985-XXDBVR33";"SOT23-DBV";"ULTRALOW-POWER 50-mA LOW-DROPOUT LINEAR REGULATORS";"";
"U3";"GD25Q16";"SPIFLASH_8PIN208MIL";"SOIC8_208MIL";"SOIC8 SPI Flash";"";
"U4";"LIS3DHTR";"ACCEL_LIS3DHTR";"LGA16_3X3MM";"LIS3DHTR 3-Axis Accelerometer with I2C/SPI Interface";"";
"U5";"74AHCT245";"74LCX245";"TSSOP20";"74LCX245MTC - 5.0V Tolerant Bi-Directional Buffer";"";
"UP";"TL3330AF260QG";"SWITCH_SPST_TACT_RA";"SPST_TACTILE_RA";"Switch - SPST";"";
"X1";"RGBMATRIX_THMSMT";"RGBMATRIX_THMSMT";"2X08_SMTTHM_RGBMATRIX";"";"";
"X5";"USB TYPE C";"USB_C";"USB_C_CUSB31-CFM2AX-01-X";"USB Type-C USB 2.0 Connector";"";
"X6";"ESP32_WROOM32";"ESP32_WROOM32";"WROOM32";"";"";
