"Part";"Value";"Device";"Package";"Description";"BOM";
"B1";"CR1220";"BATTERYCR1220_SMT";"CR1220";"CR1220 SMT - Digikey: 3001K-ND";"";
"CONN1";"HEADER-1X25";"HEADER-1X25";"1X25_ROUND_70MIL";"";"";
"D1";"MBR120";"DIODESOD-123";"SOD-123";"Diode";"";
"D2";"green";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"IC3";"MAX4866T";"MAX486X/SOT";"SOT23-6";"";"";
"JP2";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"JP3";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"JP4";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"JP5";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"JP6";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"JP7";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"JP8";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"JP9";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"JP10";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"JP11";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"JP12";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"JP13";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"JP14";"";"PINHD-1X1";"1X01";"PIN HEADER";"";
"JP15";"";"HEADER-2X8_SHROUDED";"2X08_SHROUDED";"";"";
"MATRIX_PWR";"PINHEAD";"PINHEAD";"TERMBLOCK508";"";"";
"Q1";"AOD514";"MOSFET-N_TO252";"TO252";"N-Channel Mosfet";"";
"Q2";"AOD417";"IRFR5305";"D-PAK_TO252AA";"HEXFET Power MOSFET";"";
"R1";"3.9K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"3.9K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"3.9K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R4";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R13";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"RPI1";"RASPBERRYPI_BPLUS_HATSLOTS";"RASPBERRYPI_BPLUS_HATSLOTS";"PI_HAT_SLOTS";"";"";
"SJ1";"WP";"SOLDERJUMPER_CLOSED";"SOLDERJUMPER_CLOSEDWIRE";"Solder Jumper - Closed";"";
"U1";"CAT24C32";"EEPROM_I2C_SOIC8_GENERIC";"SOIC8_150MIL";"Note: The same pinout is used for many I2C EEPROMs in SOIC8(150mil) from a variety of manufacturers and in various sizes.";"";
"U2";"2.1MMJACKSMT";"2.1MMJACKSMT";"DCJACK_2MM_SMT";"2.1mm x 5.5mm THM DC jack with internal switch. Digikey part #PJ-102A, 4UCON part #05537";"";
"U3";"74AHCT245";"74LCX245";"TSSOP20";"74LCX245MTC - 5.0V Tolerant Bi-Directional Buffer";"";
"U4";"DS1307";"RTC_DS1307";"SOIC8_150MIL";"DS1307 I2C RTC with 56-Bytes RAM";"";
"U5";"74AHCT245";"74LCX245";"TSSOP20";"74LCX245MTC - 5.0V Tolerant Bi-Directional Buffer";"";
"Y1";"32.768kHz";"CRYSTAL8.0X3.8";"CRYSTAL_8X3.8";"Crystals";"";
