"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C3";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"JP1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP4";"";"M06SIP";"1X06";"Header 6";"";
"JP5";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP6";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP7";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"R1";"1k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"1k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"U$1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U$2";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U1";"MPL3115A2LGA8";"MPL3115A2LGA8";"LGA8";"Altimeter/Pressure Sensor, I2C, 1.95V-3.6V supply, 50 to 110kPa";"";
