"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10µF/16V";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"10µF/16V";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"J1";"VMOTORIN";"TERMBLOCK_1X2";"TERMBLOCK_1X2-3.5MM";"3.5mm Terminal block";"";
"JP2";"";"HEADER-1X2ROUND";"1X02_ROUND";"PIN HEADER";"";
"JP3";"";"HEADER-1X2ROUND";"1X02_ROUND";"PIN HEADER";"";
"JP4";"";"HEADER-1X2ROUND";"1X02_ROUND";"PIN HEADER";"";
"JP5";"";"HEADER-1X870MIL";"1X08_ROUND_70";"PIN HEADER";"";
"Q1";"DMG3415U";"MOSFET-PWIDE";"SOT23-WIDE";"P-Channel Mosfet";"";
"R1";"0.2Ω";"RESISTOR_1206";"_1206";"Resistors";"";
"R2";"0.2Ω";"RESISTOR_1206";"_1206";"Resistors";"";
"SJ1";"ISENSEA";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"SJ2";"ISENSEB";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"U$13";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$14";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U1";"DRV8833PWPR";"DRV8833";"HTSSOP16";"DRV8833 Dual H-Bridge Motor Driver -- HTSSOP Package";"";
