"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"ADDR";"JUMPER-SMT_2_NO_SILK";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";"";"";
"C1";"4.7uF";"4.7UF-0603-6.3V-(10%)";"0603";"4.7µF ceramic capacitors";"";"CAP-08280";"";"4.7uF";
"C4";"0.1uF";"0.1UF-0603-25V-(+80/-20%)";"0603";"0.1µF ceramic capacitors";"";"CAP-00810";"";"0.1uF";
"D0";"APA102-5050";"APA102-5050";"APA102-5050";"Addressable RGB LED - 2 Wire";"";"DIO-13739";"";"";
"D1";"APA102-5050";"APA102-5050";"APA102-5050";"Addressable RGB LED - 2 Wire";"";"DIO-13739";"";"";
"D2";"APA102-5050";"APA102-5050";"APA102-5050";"Addressable RGB LED - 2 Wire";"";"DIO-13739";"";"";
"D3";"APA102-5050";"APA102-5050";"APA102-5050";"Addressable RGB LED - 2 Wire";"";"DIO-13739";"";"";
"D4";"APA102-5050";"APA102-5050";"APA102-5050";"Addressable RGB LED - 2 Wire";"";"DIO-13739";"";"";
"D5";"APA102-5050";"APA102-5050";"APA102-5050";"Addressable RGB LED - 2 Wire";"";"DIO-13739";"";"";
"D6";"APA102-5050";"APA102-5050";"APA102-5050";"Addressable RGB LED - 2 Wire";"";"DIO-13739";"";"";
"D7";"APA102-5050";"APA102-5050";"APA102-5050";"Addressable RGB LED - 2 Wire";"";"DIO-13739";"";"";
"D8";"APA102-5050";"APA102-5050";"APA102-5050";"Addressable RGB LED - 2 Wire";"";"DIO-13739";"";"";
"D9";"APA102-5050";"APA102-5050";"APA102-5050";"Addressable RGB LED - 2 Wire";"";"DIO-13739";"";"";
"D10";"RED";"LED-RED0603";"LED-0603";"Red SMD LED";"";"DIO-00819";"";"RED";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame - Letter";"";"";"";"";
"H1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"H2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
