"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"0.1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C4";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C5";"0.1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C10";"10uF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C11";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C12";"0.1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C13";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C15";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C16";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C17";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C19";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C20";"0.1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C21";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C22";"100uF";"C-USC1210";"C1210";"CAPACITOR, American symbol";"";
"C23";"100uF";"C-USC1210";"C1210";"CAPACITOR, American symbol";"";
"C25";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C27";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C28";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C30";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"CHG";"ORANGE";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"CONN1";"STEMMA_I2C_QT";"STEMMA_I2C_QT";"JST_SH4";"";"";
"D3";"3.6V";"DIODE-ZENERSOD323";"SOD-323";"Zener Diode";"";
"D4";"3.6V";"DIODE-ZENERSOD323";"SOD-323";"Zener Diode";"";
"D5";"MBR0540";"DIODE-SCHOTTKYSOD-123";"SOD-123";"";"";
"FB1";"Ferrite";"FERRITE-0805NO";"0805-NO";"Ferrite Bead";"";
"FB2";"Ferrite";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"I2C";"JST PH 4";"STEMMA_I2C_RASMT";"JSTPH4";"";"";
"IC2";"ATSAMD09D14A-MU";"ATSAMD09D14A-MU";"QFN24_4MM";"";"";
"IC3";"ATSAMD51G_TQFN48";"ATSAMD51G_TQFN48";"TQFN48_7MM";"";"";
"IC4";"LIS3DH";"ACCEL_LIS3DHTR";"LGA16_3X3MM";"LIS3DHTR 3-Axis Accelerometer with I2C/SPI Interface";"";
"JP1";"";"HEADER-1X9_JSTSH";"JST_SH9";"PIN HEADER";"";
"JP2";"";"HEADER-1X9_JSTSH";"JST_SH9";"PIN HEADER";"";
"L";"RED";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"NEOPIX";"JST PH 3";"CON_JST_PH_3PIN";"JSTPH3";"";"";
"Q1";"DMG2305";"MOSFET-P";"SOT23-R";"P-Channel Mosfet";"";
"Q2";"DMG2305";"MOSFET-P";"SOT23-R";"P-Channel Mosfet";"";
"Q3";"BSS138";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
