"Part";"Value";"Device";"Package";"Description";"";
"ATMEGA328P-AU";"ATMEGA328P-AU";"ATMEGA168";"TQFP32-08";"";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"JP1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";
"JP2";"";"M021X02_NO_SILK";"1X02_NO_SILK";"Header 2";"";
"JP3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";
"JP4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";
"JP5";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";
"JP6";"";"M021X02_NO_SILK";"1X02_NO_SILK";"Header 2";"";
"JP7";"";"M021X02_NO_SILK";"1X02_NO_SILK";"Header 2";"";
"JP8";"";"M021X02_NO_SILK";"1X02_NO_SILK";"Header 2";"";
"JP9";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP10";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP11";"";"M05PTH-NS";"1X05_NO_SILK";"Header 5";"";
"JP12";"M10SIP_NS";"M10SIP_NS";"1X10_NO_SILK";"Header 10";"";
"LED1";"7-SEGMENT-4DIGIT-YOUNGSUN";"7-SEGMENT-4DIGIT-YOUNGSUN";"7-SEGMENT-4DIGIT-YOUNGSUN";"This is a part for the 4-Digit 7-segment LEDs from Young Sun.  Different from the Digikey LEDs, all 16 pins are used.";"";
"R1";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"1k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"1k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"1k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R6";"1k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R7";"1k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R8";"1k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R9";"1k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R10";"1k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"U$1";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U$2";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"U$4";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
