"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"10uF";"10UF-16V-10%(TANT)";"EIA3216";"CAP-00811";"CAP-00811";"10uF";
"C2";"1uF";"1UF-25V-10%(0805)";"0805";"CAP-08064";"CAP-08064";"1uF";
"C3";"10uF";"10UF-16V-10%(TANT)";"EIA3216";"CAP-00811";"CAP-00811";"10uF";
"C4";"4.7uF";"4.7UF-6.3V-10%(0603)0603";"0603-CAP";"CAP-08280";"CAP-08280";"4.7uF";
"D1";"GREEN";"LED-GREEN0603";"LED-0603";"Various green LEDs";"DIO-00821";"GREEN";
"D2";"RED";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"D3";"BLUE";"LED-BLUE0603";"LED-0603";"Blue LEDs for production use";"DIO-08575";"BLUE";
"D4";"BA340A";"B340A";"SMA-DIODE";"Schottky Diode";"DIO-09886";"BA340A";
"D5";"BA340A";"B340A";"SMA-DIODE";"Schottky Diode";"DIO-09886";"BA340A";
"D6";"BA340A";"B340A";"SMA-DIODE";"Schottky Diode";"DIO-09886";"BA340A";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"FTDI_BASICPTH";"FTDI_BASICPTH";"FTDI_BASIC";"FTDI Basic header with labels";"";"";
"JP2";"M16PTH";"M16PTH";"1X16";"1x16 .1" header";"";"";
"JP3";"M15";"M15";"1X15";"Header 15";"";"";
"JP4";"";"M06SIP";"1X06";"Header 6";"";"";
"JP5";"";"M06SIP";"1X06";"Header 6";"";"";
"JP6";"M02PTH";"M02PTH";"1X02";"Standard 2-pin 0.1" header. Use with";"";"";
"LOGO1";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"LOGO2";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";"";
"LOGO3";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME_.1";"SFE Logo, name only";"";"";
"Q1";"MOSFET-NCHANNELBSS138";"MOSFET-NCHANNELBSS138";"SOT23";"Common NMOSFET Parts";"TRANS-00830";"";
"Q2";"MOSFET-NCHANNELBSS138";"MOSFET-NCHANNELBSS138";"SOT23";"Common NMOSFET Parts";"TRANS-00830";"";
"Q3";"MMBT4403";"TRANSISTOR_PNPMMBT4403";"SOT23";"Generic PNP BJT";"TRANS-09245";"MMBT4403";
"R1";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R2";"240";"240OHM1/10W1%(0603)";"0603-RES";"RES-07849";"RES-07849";"240";
"R3";"240";"240OHM1/10W1%(0603)";"0603-RES";"RES-07849";"RES-07849";"240";
"R4";"240";"240OHM1/10W1%(0603)";"0603-RES";"RES-07849";"RES-07849";"240";
"R5";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R6";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R7";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R8";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R9";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R10";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R11";"0.75";"0.75OHM1/4W1%(0805)";"0805";"RES-08474";"RES-08474";"0.75";
"R12";"0.22";"0.22OHM1/4W1%(0805)";"0805";"RES-09883";"RES-09883";"0.22";
"R13";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"U1";"BC127";"BC127EXTRA_PASTE";"BC127_XTRA_PASTE";"Blue Creations BC127 BLE module";"";"";
"U2";"MIC5219 3.3V";"V_REG_MIC52193.3V";"SOT23-5";"V_REG MIC5219";"VREG-09872";"MIC5219 3.3V";
