"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C5";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C6";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C7";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C8";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"D1";"MBR120";"DIODE-SCHOTTKYSOD-123";"SOD-123";"";"";
"D2";"MBR120";"DIODE-SCHOTTKYSOD-123";"SOD-123";"";"";
"FID1";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP3";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"JP4";"";"HEADER-1X1ROUND";"1X01_ROUND";"PIN HEADER";"";
"LED1";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED2";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED3";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED4";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED5";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED6";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED7";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED8";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED9";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED10";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED11";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED12";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED13";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED14";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED15";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED16";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED17";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED18";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED19";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED20";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED21";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED22";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED23";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED24";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED25";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED26";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED27";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
"LED28";"";"APA1022020";"APA102_2020";"APA102/DotStar Pixels";"";
