"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C5";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C6";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C7";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C8";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C9";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C10";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"D1";"GREEN";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"R1";"24";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"24";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"24";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R4";"24";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"R5";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"SW1";"";"SWITCH_DPDTEG1390";"EG1390";"Switch - DPDT";"";
"U$7";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE_2.5_PLATED_THICK";"Mounting Hole";"EXCLUDE";
"U$8";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE_2.5_PLATED_THICK";"Mounting Hole";"EXCLUDE";
"U$9";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE_2.5_PLATED_THICK";"Mounting Hole";"EXCLUDE";
"U$10";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE2.5_THICK";"MOUNTINGHOLE_2.5_PLATED_THICK";"Mounting Hole";"EXCLUDE";
"U1";"ADuM4160";"ADUM4160";"SOIC16WIDE";"ADuM4160 Digital USB Isolator";"";
"U2";"ADuM5000";"ADUM5000";"SOIC16WIDE";"ADuM5000 Isolate DC-to-DC Converter";"";
"X2";"05241";"USB_TYPEAPTHFML";"USB_HOST-PTH";"USB - Type A Connectors";"";
"X3";"06564";"USBMINIBLARGE";"USB-MINIB_LARGER";"USB Connectors";"";
