"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1µF";"CAP_CERAMIC_0805";"_0805";"Ceramic Capacitors";"";
"C2";"10µF";"CAP_CERAMIC_0805";"_0805";"Ceramic Capacitors";"";
"C3";"10µF";"CAP_CERAMIC_0805";"_0805";"Ceramic Capacitors";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"JP1";"";"HEADER-1X770MIL";"1X07_ROUND_70";"PIN HEADER";"";
"LED1";"45-21/LK2C-B38452C4CB2/2T";"LEDEV45-21";"EVERLIGHT_45-21";"LED";"";
"Q1";"BSS138";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"Q2";"BSS138";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"Q3";"BSS138";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"R1";"10K";"RESISTOR_0805";"_0805";"Resistors";"";
"R2";"10K";"RESISTOR_0805";"_0805";"Resistors";"";
"R3";"10K";"RESISTOR_0805";"_0805";"Resistors";"";
"R4";"10K";"RESISTOR_0805";"_0805";"Resistors";"";
"R5";"TBD";"RESISTOR_0805";"_0805";"Resistors";"";
"R6";"10K";"RESISTOR_0805";"_0805";"Resistors";"";
"U$8";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U$14";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U1";"TCS34725";"LIGHT_TCS3472";"TCS3472_FN6";"TCS3472 RGB + Clear Color Sensor";"";
"U2";"RT9193";"VREG_SOT23-5";"SOT23-5";"SOT23-5 Fixed Voltage Regulators";"";
