"Part";"Value";"Device";"Package";"Description";"";
"D1";"1N4001";"DIODEPTH";"DIODE-1N4001";"Diode";"";
"J1";"ATX24RH";"ATX24RH";"ATX24_RIGHT_ANGLE";"";"";
"JP1";"";"M02JST-PTH-2-NS";"JST-2-PTH-NOSILK";"Header 2";"";
"JP2";"";"M02JST-PTH-2-NS";"JST-2-PTH-NOSILK";"Header 2";"";
"JP3";"";"M02JST-PTH-2-NS";"JST-2-PTH-NOSILK";"Header 2";"";
"JP4";"";"M02JST-PTH-2-NS";"JST-2-PTH-NOSILK";"Header 2";"";
"JP5";"";"M02JST-PTH-2-NS";"JST-2-PTH-NOSILK";"Header 2";"";
"JP6";"";"M023.5MM";"SCREWTERMINAL-3.5MM-2";"Header 2";"";
"JP7";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP8";"";"M02JST-PTH-2-NS";"JST-2-PTH-NOSILK";"Header 2";"";
"JP9";"";"M023.5MM";"SCREWTERMINAL-3.5MM-2";"Header 2";"";
"JP10";"";"M023.5MM";"SCREWTERMINAL-3.5MM-2";"Header 2";"";
"JP11";"";"M023.5MM";"SCREWTERMINAL-3.5MM-2";"Header 2";"";
"JP12";"";"M023.5MM";"SCREWTERMINAL-3.5MM-2";"Header 2";"";
"JP13";"";"M023.5MM";"SCREWTERMINAL-3.5MM-2";"Header 2";"";
"LED1";"Red";"LED5MM";"LED5MM";"LEDs";"";
"LED2";"Yellow";"LED5MM";"LED5MM";"LEDs";"";
"Q1";"IRF";"MOSFET-NCHANNELPTH2";"TO220V";"";"";
"Q2";"IRF";"MOSFET-NCHANNELPTH2";"TO220V";"";"";
"Q3";"IRF";"MOSFET-NCHANNELPTH2";"TO220V";"";"";
"Q4";"IRF";"MOSFET-NCHANNELPTH2";"TO220V";"";"";
"Q5";"IRF";"MOSFET-NCHANNELPTH2";"TO220V";"";"";
"Q6";"IRF";"MOSFET-NCHANNELPTH2";"TO220V";"";"";
"R1";"10K";"RESISTORAXIAL-0.3";"AXIAL-0.3";"Resistor";"";
"R2";"10K";"RESISTORAXIAL-0.3";"AXIAL-0.3";"Resistor";"";
"R3";"10K";"RESISTORAXIAL-0.3";"AXIAL-0.3";"Resistor";"";
"R4";"10K";"RESISTORAXIAL-0.3";"AXIAL-0.3";"Resistor";"";
"R5";"10K";"RESISTORAXIAL-0.3";"AXIAL-0.3";"Resistor";"";
"R6";"10K";"RESISTORAXIAL-0.3";"AXIAL-0.3";"Resistor";"";
"R7";"1K";"RESISTORAXIAL-0.3";"AXIAL-0.3";"Resistor";"";
"R8";"1K";"RESISTORAXIAL-0.3";"AXIAL-0.3";"Resistor";"";
"S1";"";"SWITCH-SPSTPTH";"SWITCH-SPDT";"SPST Switch";"";
"U1";"Arduino";"ARDUINO_SHIELDLABEL";"DUEMILANOVE_SHIELD";"";"";
