"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"10uF";"10UF-0603-6.3V-20%";"0603";"10.0µF ceramic capacitors";"CAP-11015";"10uF";
"C6";"4.7uF";"4.7UF0603";"0603";"4.7µF ceramic capacitors";"CAP-08280";"4.7uF";
"C7";"1.0uF";"1.0UF-0603-16V-10%-X7R";"0603";"1µF ceramic capacitors";"CAP-13930";"1.0uF";
"C10";"1.0uF";"1.0UF-0402-16V-10%";"0402";"1µF ceramic capacitors";"CAP-12417";"1.0uF";
"C19";"4.7uF";"4.7UF0603";"0603";"4.7µF ceramic capacitors";"CAP-08280";"4.7uF";
"D1";"Yellow";"LED-YELLOW0603";"LED-0603";"Yellow SMD LED";"DIO-09003";"Yellow";
"D2";"1A/23V/620mV";"DIODE-SCHOTTKY-BAT20J";"SOD-323";"Schottky diode";"DIO-11623";"1A/23V/620mV";
"D3";"BLUE";"LED-BLUE0603";"LED-0603";"Blue SMD LED";"DIO-08575";"BLUE";
"FD1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";
"FD2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";
"FD3";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";
"FD4";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LEDGER";"FRAME-LEDGER";"CREATIVE_COMMONS";"Schematic Frame - Ledger";"";"";
"H1";"STAND-OFFTIGHT";"STAND-OFFTIGHT";"STAND-OFF-TIGHT";"Stand Off";"";"";
"H2";"STAND-OFFTIGHT";"STAND-OFFTIGHT";"STAND-OFF-TIGHT";"Stand Off";"";"";
"J2";"";"CONN_12SM_SQ_NO_SILK";"1X12_SM_SQ_NOSILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";
"J3";"";"QWIIC_CONNECTORJS-1MM";"1X04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"CONN-13694";"";
"J4";"";"CONN_161X16_SM_SQ_NOSILK";"1X16_SM_SQ_NOSILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";
"J5";"";"USB_MICRO-B_HALF_PTH_MILL";"USB-MICROB-PTH-MILL";"USB Type Micro-B Connector";"CONN-13711";"";
"JP2";"LiPo";"CONN_02-JST-2MM-SMT";"JST-2-SMD";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"CONN-11443";"";
"LOGO1";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SparkFun Flame Logo";"";"";
"LOGO2";"OSHW-LOGOMINI";"OSHW-LOGOMINI";"OSHW-LOGO-MINI";"Open-Source Hardware (OSHW) Logo";"";"";
"LOGO3";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SparkFun Font Logo w/ Flame";"";"";
"LOGO4";"FOUR_LAYER_WARNING";"FOUR_LAYER_WARNING";"FOUR_LAYER_WARNING";"Four-Layer Board Warning - tDoc Layer";"";"";
"Q1";"2.5A/30V";"MOSFET-PCHANNELDMG2307L";"SOT23-3@1";"Generic PMOSFET";"TRANS-11308";"2.5A/30V";
"Q2";"MBT3904DW1T1";"TRANS_NPN_DUAL-MBT3904DW1T1";"SC70-6";"Dual NPN Transistors in Single Package";"TRANS-13337";"";
"R1";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"RES-07856";"1k";
"R2";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"RES-00824";"10k";
"R3";"1K";"1KOHM-1/10W-1%(0603)";"0603";"RES-07856";"RES-07856";"1K";
"R4";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"RES-07856";"1k";
"R5";"10";"10OHM-0603-1/10W-5%";"0603";"10Ω resistor";"RES-09834";"10";
"R6";"2.0k";"2.0KOHM1/10W5%(0603)";"0603";"RES-08296";"RES-08296";"2.0k";
"R7";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"RES-00824";"10k";
