"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C2";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";"";
"C3";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C4";"0.01uF";"CAPPTH3";"CAP-PTH-LARGE";"Capacitor";"";"";
"C5";"0.01uF";"CAPPTH3";"CAP-PTH-LARGE";"Capacitor";"";"";
"C6";"0.01uF";"CAPPTH3";"CAP-PTH-LARGE";"Capacitor";"";"";
"C7";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C10";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";"";
"C11";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"D1";"1N4007";"DIODEHV";"DIODE-HV";"Diode";"";"";
"D2";"1N4007";"DIODEPTH";"DIODE-1N4001";"Diode";"";"";
"D3";"1N4007";"DIODEPTH";"DIODE-1N4001";"Diode";"";"";
"D4";"1N4007";"DIODEPTH";"DIODE-1N4001";"Diode";"";"";
"F1";"PTCSMD";"PTCSMD";"PTC-1206";"Resettable Fuse PTC";"";"";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME2";"FRAME-LEDGER";"FRAME-LEDGER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP2";"debug";"M06SIP";"1X06";"Header 6";"";"";
"LED1";"Red";"LED1206";"LED-1206";"LEDs";"";"";
"LED2";"Green";"LED1206";"LED-1206";"LEDs";"";"";
"LOGO1";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"LOGO2";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SFE Logo, name and flame";"";"";
"Q1";"MPSA42";"TRANSISTOR_NPNSOT23-3";"SOT23-3";"Transistor NPN";"";"";
"Q2";"MPSA18";"TRANSISTOR_NPNTO92";"TO-92";"Transistor NPN";"";"";
"Q3";"MMBT4403";"TRANSISTOR_PNPSMD";"SOT23-3";"";"";"";
"Q4";"MPSA18";"TRANSISTOR_NPNTO92";"TO-92";"Transistor NPN";"";"";
"R1";"1k";"1KOHM1/10W1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R2";"1k";"1KOHM1/10W1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R3";"100k";"100KOHM1/10W1%(0603)";"0603-RES";"RES-07828";"RES-07828";"100k";
"R4";"150k";"150KOHM1/10W1%(0603)";"0603-RES";"RES-09117";"RES-09117";"";
