"Part";"Value";"Device";"Package";"Description";"";
"C1";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C2";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C3";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C4";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C5";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"CN2";"ILI9325_28TFT";"ILI9325_LCD1.0MM";"ILI9325_28INCH_TS";"2.8" ILI9325-based TFT LCD w/Integrated Touch Screen";"";
"IC1";"74ACT245DW";"74ACT245DW";"SO20W";"Octal BUS TRANSCEIVER, 3-state";"";
"IC3";"74ACT245DW";"74ACT245DW";"SO20W";"Octal BUS TRANSCEIVER, 3-state";"";
"IC4";"ADP122";"LP298XS";"SOT23-5L";"";"";
"IC5";"";"AXP083-SAG";"SOT23";"";"";
"PIN3";"";"SJ";"SJ";"SMD solder JUMPER";"";
"Q1";"2222";"MMBT2222ALT1-NPN-SOT23-BEC";"SOT23-BEC";"NPN Transistror";"";
"R1";"22";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R2";"22";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R3";"22";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R4";"22";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R5";"1K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"RD";"";"SJ";"SJ";"SMD solder JUMPER";"";
"U$2";"ARDUINO-NOHOLE";"ARDUINO-NOHOLE";"ARDUINO-NOHOLE";"Arduino Diecimila/Duemilanove";"";
"U$3";"MICROSD";"MICROSD";"MICROSD";"Micro-SD / Transflash card holder with SPI pinout";"";
"U$10";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$11";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"VCC";"";"SJ";"SJ";"SMD solder JUMPER";"";
