"Part";"Value";"Device";"Package";"Description";"BOM";
"A0";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"A1";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"A2";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"C1";"";"CAP_CERAMIC_0805";"_0805";"Ceramic Capacitors";"";
"C2";"";"CAP_CERAMIC_0805";"_0805";"Ceramic Capacitors";"";
"C3";"";"CAP_CERAMIC_0805";"_0805";"Ceramic Capacitors";"";
"C4";"";"CAP_CERAMIC_0805";"_0805";"Ceramic Capacitors";"";
"C5";"10uF";"CAP_CERAMIC_0805";"_0805";"Ceramic Capacitors";"";
"D1";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D2";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D4";"1N4148";"DIODESOD-323F";"SOD-323F";"Diode";"";
"D5";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D6";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D7";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D8";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D9";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D10";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D11";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D12";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D13";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"HEADER-1X5EDGESMT";"1X5_SMT";"PIN HEADER";"";
"JP2";"";"HEADER-1X5EDGESMT";"1X5_SMT";"PIN HEADER";"";
"JP3";"";"HEADER-1X5EDGESMT";"1X5_SMT";"PIN HEADER";"";
"JP4";"";"HEADER-1X5EDGESMT";"1X5_SMT";"PIN HEADER";"";
"LED1";"TBD";"LED-3MM-4X4GRID-3MM";"LED3MM-4X4GRID";"";"";
"R1";"10K";"RESISTOR_0805";"_0805";"Resistors";"";
"R2";"10K";"RESISTOR_0805";"_0805";"Resistors";"";
"R3";"47K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R4";"47K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R5";"47K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"SW1";"";"SWITCH-SILICON-4X4GRID-10MM-5.4MM";"ELAST_PAD_SQUARE_10MM_5.4MM_4X4GRID";"";"";
"TP1";"";"TESTPOINT";"TESTPOINT_SMT";"Test Point";"";
"TP2";"";"TESTPOINT";"TESTPOINT_SMT";"Test Point";"";
"TP3";"";"TESTPOINT";"TESTPOINT_SMT";"Test Point";"";
"TP4";"";"TESTPOINT";"TESTPOINT_SMT";"Test Point";"";
"U$1";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$2";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U1";"HT16K33 28SOP";"HT16K33_SOP28";"SOP28_300MIL";"";"";
