"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"4.7uF";"4.7UF-6.3V-10%(0603)0603";"0603-CAP";"CAP-08280";"CAP-08280";"4.7uF";
"C2";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"";"M06SIP";"1X06";"Header 6";"";"";
"LOGO1";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SFE Logo, name and flame";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"R1";"47K";"47KOHM1/10W1%(0603)";"0603-RES";"RES-07871";"RES-07871";"47K";
"R2";"2.2k";"2.2KOHM1/10W1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R3";"2.2k";"2.2KOHM1/10W1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R4";"47K";"47KOHM1/10W1%(0603)";"0603-RES";"RES-07871";"RES-07871";"47K";
"SJ1";"";"JUMPER-PAD-3-NC_BY_PASTE";"PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX";"";"";"";
"STANDOFF1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"STANDOFF2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"U1";"VL6180";"VL6180";"VL6180";"";"IC-12007";"";
