"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"$1_61_$_2016-09-25_21-56-09";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo";"";"";
"BAT1";"CR2032";"BATTERY20MM_PTH_KIT";"BATTERY_20MM_PTH_KIT";"Battery Holders";"BATT-11519";"";
"C1";"15pF";"15PF-50V-5%(0603)";"0603-CAP";"CAP-07881";"CAP-07881";"15pF";
"C2";"15pF";"15PF-50V-5%(0603)";"0603-CAP";"CAP-07881";"CAP-07881";"15pF";
"C3";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C4";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"D1";"";"0.13_RGB_LEDPLCC";"P-LCC-4-3";"Everlight Red/Green/Blue LED";"DIO-12986";"";
"D2";"RB751";"DIODE-SCHOTTKY-RB751";"SOD-523";"Schottky diodes in SFE's production catalog";"DIO-11018";"RB751";
"D3";"";"LED-WHITE1206";"LED-1206";"White SMD LEDs";"DIO-09955";"WHITE";
"D4";"";"LED-WHITE1206";"LED-1206";"White SMD LEDs";"DIO-09955";"WHITE";
"D5";"";"LED-WHITE1206";"LED-1206";"White SMD LEDs";"DIO-09955";"WHITE";
"D6";"";"LED-WHITE1206";"LED-1206";"White SMD LEDs";"DIO-09955";"WHITE";
"FD1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FD2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FD3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FD4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"";"USB_MICROB_PLUGUSB-B-MICRO-SMD-VERT";"USB-B-MICRO-SMD_VERT";"USB Micro-B connectors";"";"";
