"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"D1";"MBRA140";"MBRA140";"SMA-DIODE";"40V, 1A Schottky rectifier";"DIO-08053";"";
"FID1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"FRAME1";"Frame";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"J1";"MIDI IN";"5-PIN-CIRCULAR-DINNEW";"5-PIN-DIN-RA-PCB-NEW";"5-pin circular DIN connector.";"CONN-09481";"";
"J2";"MIDI OUT";"5-PIN-CIRCULAR-DINNEW";"5-PIN-DIN-RA-PCB-NEW";"5-pin circular DIN connector.";"CONN-09481";"";
"J3";"UNO_R3_SHIELD";"ARDUINO_R3_SHIELD";"UNO_R3_SHIELD";"Shield form compatible with the Arduino Uno R3.";"";"";
"LED1";"RED";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"LED2";"GREEN";"LED-GREEN0603";"LED-0603";"Various green LEDs";"DIO-00821";"GREEN";
"LOGO1";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME_.2";"SFE Logo, name and flame";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo";"";"";
"LOGO3";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open Source Hardware Logo";"";"";
"LOGO5";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SFE Logo, flame only";"";"";
"R1";"220";"220OHM-1/10W-1%(0603)";"0603-RES";"RES-07861";"RES-07861";"220";
"R2";"220";"220OHM-1/10W-1%(0603)";"0603-RES";"RES-07861";"RES-07861";"220";
"R3";"220";"220OHM-1/10W-1%(0603)";"0603-RES";"RES-07861";"RES-07861";"220";
"R4";"220";"220OHM-1/10W-1%(0603)";"0603-RES";"RES-07861";"RES-07861";"220";
"R5";"330";"330OHM1/10W1%(0603)";"0603-RES";"RES-00818";"RES-00818";"330";
"R6";"330";"330OHM1/10W1%(0603)";"0603-RES";"RES-00818";"RES-00818";"330";
"RV1";"10k";"POT";"ALPS_POT";"";"RES-09177";"";
"RV2";"10k";"POT";"ALPS_POT";"";"RES-09177";"";
"S1";"Reset";"SWITCH-MOMENTARY-2SMD";"TACTILE-SWITCH-SMD";"Various NO switches- pushbuttons, reed, etc";"SWCH-08247";"";
"S2";"RUN/PROGRAM";"SWITCH-SPDTSMD";"AYZ0202";"SPDT Switch";"SWCH-08179";"";
"S3";"SWITCH-MOMENTARY-212MM";"SWITCH-MOMENTARY-212MM";"TACTILE-PTH-12MM";"Various NO switches- pushbuttons, reed, etc";"SWCH-09185";"";
"S4";"SWITCH-MOMENTARY-212MM";"SWITCH-MOMENTARY-212MM";"TACTILE-PTH-12MM";"Various NO switches- pushbuttons, reed, etc";"SWCH-09185";"";
"S5";"SWITCH-MOMENTARY-212MM";"SWITCH-MOMENTARY-212MM";"TACTILE-PTH-12MM";"Various NO switches- pushbuttons, reed, etc";"SWCH-09185";"";
"SJ1";"RX sel";"JUMPER-PAD-3-2OF3_NC_BY_TRACE_SMALL";"PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"SJ2";"TX sel";"JUMPER-PAD-3-2OF3_NC_BY_TRACE_SMALL";"PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"SJ3";"out/thru";"JUMPER-PAD-3-2OF3_NC_BY_TRACE_SMALL";"PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"SJ4";"JUMPER-PAD-2-NOYES_SILK";"JUMPER-PAD-2-NOYES_SILK";"PAD-JUMPER-2-NO_YES_SILK";"";"";"";
"SJ5";"JUMPER-PAD-2-NOYES_SILK";"JUMPER-PAD-2-NOYES_SILK";"PAD-JUMPER-2-NO_YES_SILK";"";"";"";
"SJ6";"JUMPER-PAD-2-NOYES_SILK";"JUMPER-PAD-2-NOYES_SILK";"PAD-JUMPER-2-NO_YES_SILK";"";"";"";
"SJ7";"JUMPER-PAD-2-NOYES_SILK";"JUMPER-PAD-2-NOYES_SILK";"PAD-JUMPER-2-NO_YES_SILK";"";"";"";
"U$1";"REVISION";"REVISION";"REVISION";"";"";"";
"U1";"6N138M";"OPTO_DARL_6N138S";"8-SMD";"Optoisolator, darlington pair output";"IC-09482";"6N138M";
"U2";"74AHC1G125";"74AHC1G125";"SOT23-5";"Single bus buffer gate with 3-state output";"IC-11920";"";
