"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"10uF";"10UF-6.3V-20%(1206)";"1206";"Ceramic";"CAP-10057";"10uF";
"C2";"10uF";"10UF-6.3V-20%(1206)";"1206";"Ceramic";"CAP-10057";"10uF";
"C3";"1.0uF";"1.0UF-16V-10%(0603)";"0603-CAP";"CAP-00868";"CAP-00868";"1.0uF";
"C4";"1.0uF";"1.0UF-16V-10%(0603)";"0603-CAP";"CAP-00868";"CAP-00868";"1.0uF";
"D1";"RB751";"RB751";"SOD-523";"40V 120mA SOD-523 Schottky";"DIO-11018";"RB751";
"D2";"RB751";"RB751";"SOD-523";"40V 120mA SOD-523 Schottky";"DIO-11018";"RB751";
"D3";"RED";"LED-RED0603";"LED-0603";"Assorted Red LEDs";"DIO-00819";"RED";
"FID3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"IC1";"LMV324";"LMV324";"SO014";"Jellybean quad op-amp";"IC-08227";"LMV324";
"JP1";"IO Connector";"M05PTH";"1X05";"Header 5";"";"";
"LOGO1";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"LOGO2";"LOGO-SFENW2";"LOGO-SFENW2";"SFE-NEW-WEB";"Spark Fun Electronics PCB Logo";"";"";
"LOGO3";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";"";
"MIC1";"MIC9.7MM";"MIC9.7MM";"MIC-9.7MM";"Omni-directional electret microphone. 9.7mm standard diameter.";"COMP-08856";"";
"R1";"2.2k";"2.2KOHM1/10W1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R2";"1K";"1KOHM1/10W1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R3";"100k";"100KOHM1/10W1%(0603)";"0603-RES";"RES-07828";"RES-07828";"100k";
"R4";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R5";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R6";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R7";"22K";"22KOHM1/10W1%(0603)";"0603-RES";"RES-07853";"RES-07853";"22K";
"R8";"100";"100OHM1/10W1%(0603)";"0603-RES";"RES-07863";"RES-07863";"100";
"R9";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R10";"1K";"1KOHM1/10W1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R11";"100k";"100KOHM1/10W1%(0603)";"0603-RES";"RES-07828";"RES-07828";"100k";
"R12";"3.3k";"3.3KOHM1/10W1%(0603)";"0603-RES";"RES-07851";"RES-07851";"";
"R13";"1K";"1KOHM1/10W1%(0603)";"0603-RES";"RES-07856";"RES-07856";"1K";
"R14";"100k";"100KOHM1/10W1%(0603)";"0603-RES";"RES-07828";"RES-07828";"100k";
"R15";"100";"100OHM1/10W1%(0603)";"0603-RES";"RES-07863";"RES-07863";"100";
"R16";"2.2k";"2.2KOHM1/10W1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R17";"GAIN";"RESISTORPTH-1/4W-VERT-KIT";"AXIAL-0.1EZ";"Resistor";"";"";
"R18";"100";"100OHM1/10W1%(0603)";"0603-RES";"RES-07863";"RES-07863";"100";
"R19";"100";"100OHM1/10W1%(0603)";"0603-RES";"RES-07863";"RES-07863";"100";
"SJ1";"Disable LED";"SOLDERJUMPERNC";"SJ_2S";"Solder Jumper";"";"";
"STANDOFF1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"STANDOFF2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
