"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C3";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C4";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";
"JP1";"PropPlug";"M04PTH";"1X04";"Header 4";"";
"JP2";"M20";"M20";"1X20";"1x20 .1" header";"";
"JP3";"M20";"M20";"1X20";"1x20 .1" header";"";
"JP4";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP5";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP7";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP9";"FTDI_BASICPTH";"FTDI_BASICPTH";"FTDI_BASIC";"FTDI Basic header with labels";"";
"JP10";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";
"JP11";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";
"JP12";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";
"JP13";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";
"JP14";"LOGO-SFENW2";"LOGO-SFENW2";"SFE-NEW-WEB";"Spark Fun Electronics PCB Logo";"";
"JP15";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"LED1";"red";"LED0603";"LED-0603";"LEDs";"";
"LED2";"yellow";"LED0603";"LED-0603";"LEDs";"";
"R1";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"240";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R5";"390";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R6";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"SJ1";"SOLDERJUMPERTRACE";"SOLDERJUMPERTRACE";"SJ_2S-TRACE";"Solder Jumper";"";
"U$1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U1";"";"P8X32A-Q44";"P8X32A-Q44";"Propellor uC";"";
"U3";"EEPROM-I2CEIAJ";"EEPROM-I2CEIAJ";"SO08-EIAJ";"I2C EEPROM chips, 24LC256 (and others)";"";
"U4";"V_REG_317SMD";"V_REG_317SMD";"SOT223";"Voltage Regulator";"";
"Y1";"";"CRYSTALHC49UV";"HC49U-V";"Various standard crystals. Proven footprints. Spark Fun Electronics SKU : COM-00534";"";
