"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"C1";"1.0uF";"1.0UF-0603-16V-10%";"0603";"1µF ceramic capacitors";"";"CAP-00868";"";"1.0uF";
"C2";"1.0uF";"1.0UF-0603-16V-10%";"0603";"1µF ceramic capacitors";"";"CAP-00868";"";"1.0uF";
"C5";"0.1uF";"0.1UF-0603-25V-(+80/-20%)";"0603";"0.1µF ceramic capacitors";"";"CAP-00810";"";"0.1uF";
"C9";"10nF";"10NF-0603-50V-10%";"0603";"0.01uF/10nF/10,000pF ceramic capacitors";"";"CAP-00867";"";"10nF";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame - Letter";"";"";"";"";
"J1";"";"CONN_06SMD-FEMALE-V2";"1X06-SMD-FEMALE";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"CONN-09668";"";"";
"J2";"";"USB_C16PIN";"USB-C-16P";"USB Type C 16Pin Connector";"";"CONN-14122";"";"";
"JP1";"";"JUMPER-SMT_3_1-NC_TRACE_SILK";"SMT-JUMPER_3_1-NC_TRACE_SILK";"Normally closed trace jumper (1 of 2 connections)";"";"";"";"";
"JP3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"JP4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"JP5";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"JP6";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";
"LED1";"GREEN";"LED-GREEN0603";"LED-0603";"Green SMD LED";"";"DIO-00821";"";"GREEN";
"LED2";"Yellow";"LED-YELLOW0603";"LED-0603";"Yellow SMD LED";"";"DIO-09003";"";"Yellow";
"LOGO1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open-Source Hardware (OSHW) Logo";"";"";"";"";
"LOGO2";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SparkFun Flame Logo";"";"";"";"";
"LOGO3";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME_.1";"SparkFun Font Logo";"";"";"";"";
"R1";"5.1k";"5.1KOHM5.1KOHM-0603-1/10W-1%";"0603";"";"";"RES-12083";"";"5.1k";
"R4";"5.1k";"5.1KOHM5.1KOHM-0603-1/10W-1%";"0603";"";"";"RES-12083";"";"5.1k";
"R5";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"1k";
"R6";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"1k";
"U1";"3.3V";"V_REG_AP2112K-3.3V";"SOT23-5";"AP2112 - 600mA CMOS LDO Regulator w/ Enable";"";"VREG-12457";"";"3.3V";
"U5";"CH340C";"CH340C";"SO016";"";"";"IC-14038";"";"";
