"Part";"Value";"Device";"Package";"Description";"";
"C1";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C2";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C3";"0.1uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C4";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C5";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"D1";"1N4148";"DIODESOD-323F";"SOD-323F";"Diode";"";
"IC4";"MIC5225-3.3";"LP298XS";"SOT23-5L";"";"";
"IC5";"AXP803";"AXP083-SAG";"SOT23";"";"";
"ICSP_CLK";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"ICSP_SI";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"ICSP_SI1";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"ICSP_SO";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"PIN3";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"Q1";"MMBT2222";"MMBT2222ALT1-NPN-SOT23-BEC";"SOT23-BEC";"NPN Transistror";"";
"R1";"68";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R2";"68 ohm";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R3";"68 ohm";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R4";"68 ohm";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R5";"1K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R6";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R7";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R8";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R9";"1K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"SJ1";"";"SOLDERJUMPER_CLOSED";"SOLDERJUMPER_CLOSEDWIRE";"Solder Jumper - Closed";"";
"SJ2";"";"SOLDERJUMPER_CLOSED";"SOLDERJUMPER_CLOSEDWIRE";"Solder Jumper - Closed";"";
"SJ3";"";"SOLDERJUMPER_CLOSED";"SOLDERJUMPER_CLOSEDWIRE";"Solder Jumper - Closed";"";
"SW1";"SPST_TACT-EVQQ2";"SPST_TACT-EVQQ2";"EVQ-Q2";"SMT 6mm switch, EVQQ2 series";"";
"U$2";"DISP_LCD_1.28IN_240X320_50PIN";"DISP_LCD_1.28IN_240X320_50PIN";"TFT_2.83IN_240X320_50PIN";"";"";
"U$3";"MICROSD";"MICROSD";"MICROSD";"Micro-SD / Transflash card holder with SPI pinout";"";
"U$10";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$11";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$17";"ARDUINO_R3_ICSPSMT";"ARDUINO_R3_ICSPSMT";"ARDUINOR3_ICSP_SMT";"";"";
"U$19";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U2";"STMPE610";"STMPE610";"QFN16_3MM";"STMPE610 - 12-Bit Touch Screen Controller";"";
"U3";"74HC4050";"74HC4050D";"SOIC16";"6-channel level shifter";"";
