"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";"";
"C2";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";"";
"FID1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"IC1";"MPR121";"MPR121V2";"QFN-20-0.4MM-V2";"MPR121 Capacitive Touch Sensor Controller. Variant "V2" was created using an image import of the bottom of the IC. It matches metal to metal.";"";"";
"JP1";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";"";
"JP5";"extra";"M03PTH";"1X03";"Header 3";"";"";
"Q1";"BSS138";"MOSFET-NCHANNELSMD";"SOT23-3";"";"";"";
"Q2";"BSS138";"MOSFET-NCHANNELSMD";"SOT23-3";"";"";"";
"R1";"75k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";"";
"R2";"10k";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R3";"10k";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R4";"10k";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R5";"10k";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"R6";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"SJ1";"";"SOLDERJUMPER_2WAYPASTE1&2";"SJ_3_PASTE1&2";"Solder Jumper";"";"";
"U$1";"REVISION";"REVISION";"REVISION";"";"";"";
"U$5";"OSHW-LOGOL";"OSHW-LOGOL";"OSHW-LOGO-L";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"U1";"ARDUINO_R3_SHIELD";"ARDUINO_R3_SHIELD";"UNO_R3_SHIELD";"Shield form compatible with the Arduino Uno R3.";"";"";
