"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C9";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C13";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C15";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"D1";"MBR120";"DIODE-SCHOTTKYSOD-123";"SOD-123";"";"";
"D2";"MBR120";"DIODE-SCHOTTKYSOD-123";"SOD-123";"";"";
"EN_PINS";"";"HEADER-1X2ROUND";"1X02_ROUND";"PIN HEADER";"";
"FID1";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"IC2";"74AHCT1G125DBV";"74AHCT1G125DBV";"SOT23-5";"Single Bus Buffer Gate with 3-State Output";"";
"IC4";"LIS3DH";"ACCEL_LIS3DHTR";"LGA16_3X3MM";"LIS3DHTR 3-Axis Accelerometer with I2C/SPI Interface";"";
"JP1";"";"HEADER-1X12";"1X12_ROUND";"";"";
"JP2";"";"HEADER-1X2ROUND";"1X02_ROUND";"PIN HEADER";"";
"JP4";"";"HEADER-1X16ROUND";"1X16_ROUND";"PIN HEADER";"";
"JP5";"";"HEADER-1X4ROUND";"1X04_ROUND";"PIN HEADER";"";
"MS1";"FEATHERWING";"FEATHERWING";"FEATHERWING";"";"";
"NEO";"JST PH 3";"CON_JST_PH_3PIN";"JSTPH3";"";"";
"Q2";"DMG3406";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"Q3";"DMG3415U-7";"MOSFET-PWIDE";"SOT23-WIDE";"P-Channel Mosfet";"";
"Q4";"DMG3406";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"Q5";"DMG3406";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"Q6";"DMG3406";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"R1";"100k";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R2";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R3";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R4";"100k";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R5";"100k";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R6";"100k";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R7";"3o";"RESISTOR_1206";"_1206";"Resistors";"";
"R8";"1.75o";"RESISTOR_1206";"_1206";"Resistors";"";
"R9";"1.75o";"RESISTOR_1206";"_1206";"Resistors";"";
"R11";"100K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R12";"100";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R13";"100";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"SW1";"KMR2";"SWITCH_TACT_SMT4.6X2.8";"BTN_KMR2_4.6X2.8";"SMT Tact Switches";"";
"U$1";"CON_MOLEX_2P";"CON_MOLEX_2P";"53398-0271";"";"";
"U5";"PAM8302AASCR";"AUDIOAMP_PAM8302A";"MSOP8_0.65MM";"PAM8302A - 2.5W Class-D Mono Audio Amplifier";"";
"VR2";"10K trim";"TRIMPOT3303W/X";"TRIMPOT_BOURNS_3303W";"3-Pin SMT Trimpots";"";
"X6";"CON_JST_PH_2PIN_MTPH2";"CON_JST_PH_2PIN_MTPH2";"JSTPH2";"";"";
