"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"2.2nF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";"";
"C2";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";"";
"C3";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";"";
"C4";"10nF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";"";
"FID1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP2";"";"M07";"1X07";"Header 7";"";"";
"JP6";"";"JUMPER-2SMD-NO";"SJ_2S-NO";"Jumper";"";"";
"LOGO1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"LOGO2";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";"";
"R1";"DNP";"RESISTOR0603-RES";"0603-RES";"Resistor";"";"";
"R2";"DNP";"RESISTOR0603-RES";"0603-RES";"Resistor";"";"";
"R3";"10K";"10KOHM1/10W1%(0603)0603";"0603-RES";"RES-00824";"RES-00824";"10K";
"SJ1";"";"SOLDERJUMPER_2WAYPASTE1&2";"SJ_3_PASTE1&2";"Solder Jumper";"";"";
"U1";"ITG-32001:1";"ITG-32001:1";"QFN-24_ITG3200_1:1";"ITG-3200 3-axis gyro, digital output, qfn24 package";"";"";
