"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C5";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";
"JP1";"";"M06SMD-FEMALE-V2";"1X06-SMD-FEMALE-V2";"Header 6";"";
"JP2";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP5";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP6";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"LED1";"Red";"LED0603";"LED-0603";"LEDs";"";
"LED2";"Green";"LED0603";"LED-0603";"LEDs";"";
"LOGO1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"R1";"1K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R2";"1K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"SJ2";"";"SOLDERJUMPER_2WAYS";"SJ_3";"Solder Jumper";"";
"U$2";"LOGO-SFENW2";"LOGO-SFENW2";"SFE-NEW-WEB";"Spark Fun Electronics PCB Logo";"";
"U1";"FT232RLSSOP";"FT232RLSSOP";"SSOP28DB";"USB UART";"";
"X2";"USB-SMD-NS";"USB-SMD-NS";"USB-MINIB-NOSTOP";"USB Connectors";"";
