"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"Ceramic";"CAP-00810";"0.1uF";
"C2";"10uF";"10UF-16V-10%(TANT)";"EIA3216";"CAP-00811";"CAP-00811";"10uF";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";"";
"JP2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"JP3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"JP6";"";"M08";"1X08";"Header 8";"";"";
"JP7";"";"M07";"1X07";"Header 7";"";"";
"JP8";"";"M02PTH";"1X02";"Header 2";"";"";
"JP9";"";"M02PTH";"1X02";"Header 2";"";"";
"LOGO1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"U1";"AD5330";"AD5330";"TSSOP20";"";"";"";
