"Part";"Value";"Device";"Package";"Description";"";
"C3";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C5";"470nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C6";"10nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C7";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C8";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"JP1";"";"M05PTH";"1X05";"Header 5";"";
"JP2";"";"M05PTH";"1X05";"Header 5";"";
"R1";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R5";"DNP";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R6";"33K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R7";"33K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R8";"DNP";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R9";"0 ohm";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R10";"0 ohm";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"U$1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"U1";"LPY5XXX";"ST-GYRO-PYSMD";"ST-GYRO";"";"";
